comment_id,video_id,parent_id,split,text,predicted_discourse_act,human_annotator_1,human_annotator_2,adjudicated_label,annotation_confidence,ambiguity_reason,off_topic_flag,annotation_notes
UgyeKqtCYeEI1kqd-hR4AaABAg,T8g_hUpx9VU,TOP_LEVEL,val,Yang lebih panas dari big bang adalah api neraka,Opinion,,,,,,,
UgwA0BrbNY4keQHXncp4AaABAg.9OJR6BXUVwm9RDLjASsV31,21seK8tKSYI,UgwA0BrbNY4keQHXncp4AaABAg,test,"@humanfuturelife2363 Pernyataan anda masih belum membuktikan kalau ujicoba nuklir yang dilakukan Uni Soviet dan Amerika Serikat itu bukan latihan untuk persiapan Perang Panas, tapi kenapa anda langsung menyimpulkan begitu?",Disagreement,,,,,,,
Ugz3gZ3XdjyqIyPjTfR4AaABAg,QK01ROEqJ1A,TOP_LEVEL,train,Video ini benar-benar membuka wawasan! Penjelasan tentang skala alam semesta yang begitu luas disampaikan dengan animasi yang sangat menarik dan mudah dipahami. Jadi semakin sadar betapa kecilnya kita di alam semesta ini. Terima kasih Kok Bisa! atas edukasinya.,Question,,,,,,,
UgyI2KEwLpEpthGwrR14AaABAg,iq0yOkj3d28,TOP_LEVEL,train,min bahas tentang.  kenapa 1 byte itu 1024 dan seterusnya bukan 1000 atau yg lain,Question,,,,,,,
UgzbSprPy5qVBXHnJt14AaABAg,AxyPASIXz1k,TOP_LEVEL,train,Atom kalau mesen makan pake Gofood apa Grabfood 🤔❓,Opinion,,,,,,,
UgiIB7SMZ09WungCoAEC,NVDIHTGVcLc,TOP_LEVEL,val,di masa depan ada elevator terbuat dari bakso,Opinion,,,,,,,
UghTYo841c8d1HgCoAEC.8B583ZwRSIBA6iwWlMdPx6,6ceW7ugIKMs,UghTYo841c8d1HgCoAEC,test,Sepertinya abangnya nyesel jd orang indo,Opinion,,,,,,,
Ugg3obNJfm8amHgCoAEC,eXml_nlmPoE,TOP_LEVEL,test,kenapa kita tidur,Question,,,,,,,
Ugxet31H4-lwpvH-AaB4AaABAg,QK01ROEqJ1A,TOP_LEVEL,train,Masyaallah gak terbayang betapa besarnya Allah SWT Allahuakbar!!,Opinion,,,,,,,
Ugw6f7nQl2cS6cPngrF4AaABAg,T8g_hUpx9VU,TOP_LEVEL,val,Other comment:benda paling panas adalah HP gw waktu main gensih impek  Gw:hold my tnt menkrep,Opinion,,,,,,,
UgwygNXw7BkY_p9HfLl4AaABAg,5Zi4qGpGop4,TOP_LEVEL,train,"Min,dari mana asal musik?",Question,,,,,,,
UgylW-nvR9roTAcd-yB4AaABAg.9PKcS_Bn-Za9PKifWJ61vG,jPyd0Xv5LfY,UgylW-nvR9roTAcd-yB4AaABAg,train,Gimana orang korea dan italia yak? Hari hari mie dan pasta...😁,Question,,,,,,,
UgwQAY1KP1WIqgQ40Dl4AaABAg,FjFsx6iQE3Y,TOP_LEVEL,train,4 tahun cahaya apa 4000 tahun cahaya,Opinion,,,,,,,
Ugw4X1voPW3ip631NJx4AaABAg,qis44fqpuAU,TOP_LEVEL,train,Kalo bisa aku mau lihat... 1.Masa2 ibuku dilahirkam seperti apa susahnya 2.2045 tepat saat Indonesia Ultah yang ke 100,Experience,,,,,,,
UgjNRyg5jbw5qHgCoAEC,Tx87wEaDtxo,TOP_LEVEL,train,share  sejarah bakso donkkkk . . . . .,Opinion,,,,,,,
Ugw15KxAHYY-eHUj2ER4AaABAg,21seK8tKSYI,TOP_LEVEL,test,Berasa gak sih kalo ini bakso mulu yg jadi perumpamaan,Opinion,,,,,,,
UgzNaV2Cs4CHqv72B6t4AaABAg,QK01ROEqJ1A,TOP_LEVEL,train,Jadi apa yg kamu sombongkan dg semua itu cam kan itu,Opinion,,,,,,,
UgyPECycy2I1A01YYRd4AaABAg,impJiSfof9E,TOP_LEVEL,train,Bang bahas tentang Monster Loch Ness dong,Opinion,,,,,,,
UgyEfzPasna4eCrQ8id4AaABAg,QK01ROEqJ1A,TOP_LEVEL,train,Dan semuanya Akan hancur kecuali Allah Subhanahu Wa Ta'ala,Opinion,,,,,,,
UgxbvSyD2gcP-x-XpF14AaABAg.9LtWwu1mJUr9LwySpzSH17,AxyPASIXz1k,UgxbvSyD2gcP-x-XpF14AaABAg,train,"@wahyusenar menurut agama Kristen sih iya, tapi untuk semua agama kita menyebutnya Tuhan.",Disagreement,,,,,,,
UgxOKe9TcFZJVDvvWkN4AaABAg.9Md_MZtqAJj9Mt9NKvqBe_,QK01ROEqJ1A,UgxOKe9TcFZJVDvvWkN4AaABAg,train,7 langit anjim maksudnya apa coba,Suggestion,,,,,,,
UghZ6teauNf7H3gCoAEC,iq0yOkj3d28,TOP_LEVEL,train,Kenapa Orang Yang Masih Muda Sudah Mudah Lupa?,Question,,,,,,,
UgxgEU3YvxlMhCehnJh4AaABAg.8pQBmZY3rKJ8z2_-iTpqhA,dghOCZmSEUQ,UgxgEU3YvxlMhCehnJh4AaABAg,train,Se7 Btw nggak capek tuh nulis panjang2,Opinion,,,,,,,
UgzUGOQ1b15nSTDNp1N4AaABAg.8e7rAc7Z8D38e8KwepCNnR,21seK8tKSYI,UgzUGOQ1b15nSTDNp1N4AaABAg,test,2 MENIT Review sekolah aja bro dengerin guru nerangin,Opinion,,,,,,,
Ugz73oN8JEqrH2zU1S14AaABAg.8jUEUnXetIb8rds41ziMQZ,21seK8tKSYI,Ugz73oN8JEqrH2zU1S14AaABAg,test,"@survetles8846 kau itu lebih percaya perkataan christian price? Atau dr zakir naik?, padahal km td bersikukuh dg dalil alquran, yg km percaya non muslim. LoL",Question,,,,,,,
UgxzsJ8KFxpyBkp0Ckl4AaABAg,Tx87wEaDtxo,TOP_LEVEL,train,"Bang, seberapa besar sih ukuran black hole itu?",Question,,,,,,,
Ugygt_SKRGUeVPMREgJ4AaABAg,QK01ROEqJ1A,TOP_LEVEL,train,7:44 kita manusia berani berfikir besar Tapi tidak dengan kaum rebahan,Disagreement,,,,,,,
UgjUfLEivyQ2FHgCoAEC,YljSXjd4lnk,TOP_LEVEL,train,bagaimana terjadinya ombak di laut?,Question,,,,,,,
Ugg6xD6BPlRvmHgCoAEC,NVDIHTGVcLc,TOP_LEVEL,val,Kenapa Kalo Kita Nonton Tv Antena Lebih Duluan Daripada Tv Parabola??,Question,,,,,,,
Ugz7QLMWZ_KApn3mgDh4AaABAg.8yBwyX8VDJu8yCNJ7fp2sJ,5Zi4qGpGop4,Ugz7QLMWZ_KApn3mgDh4AaABAg,train,Perjalanan jepang di PD 2 udah kelar belum min?,Question,,,,,,,
Ugja3Cmx8RzpcXgCoAEC.8O0YKHCQRh38YiokQZ16Q3,NVDIHTGVcLc,Ugja3Cmx8RzpcXgCoAEC,val,Kalau semua orang didunia ini berpikiran sperti anda maka anda dunia tidak akan maju :),Opinion,,,,,,,
UgiSs8EnB0iAqHgCoAEC,FjFsx6iQE3Y,TOP_LEVEL,train,belum ada channel semacam vsauce yah.,Opinion,,,,,,,
Uggqt6r0MCe8i3gCoAEC.8Mkcg1dJDn08MlX41iazQs,uA3cMFjqfaM,Uggqt6r0MCe8i3gCoAEC,train,Daripada seenaknya bilang menyesatkan lebih baik pelajari lebih dalam lagi toh gaada salahnya karna ilmu yg kamu pelajari itu gaakan sia sia +Shoreside Vale ﻿,Opinion,,,,,,,
Ugx5QyfPZStWNvItCCZ4AaABAg,Beod6J0genE,TOP_LEVEL,val,Btw kok Kamu Pinter banget sihh Dulu Sekolah Dimana Kok Bisa,Question,,,,,,,
UgwkpziQpbnxFk4y1jp4AaABAg.901TW9CKvE191Tz0eZB0MG,QK01ROEqJ1A,UgwkpziQpbnxFk4y1jp4AaABAg,train,@Riski-fy9wk Biarkan saja dia menyesal dikemudian Hari berkata seperti itu.,Opinion,,,,,,,
Ugw_LQ-btJdFlnwSvC94AaABAg.9b-fIAWVCJA9b1YfXUeEMB,Beod6J0genE,Ugw_LQ-btJdFlnwSvC94AaABAg,val,Ingin ke bulan sama mars,Agreement,,,,,,,
Ugwmotp3HZ02Q2QDlY94AaABAg.9QO2yyk8KIb9QT4yOmNsix,QK01ROEqJ1A,Ugwmotp3HZ02Q2QDlY94AaABAg,train,@deniswara5928 emang nabi bukan manusia ?,Disagreement,,,,,,,
Ugws-eB0D-y83_N0wQt4AaABAg,QK01ROEqJ1A,TOP_LEVEL,train,"2 trilyun lebih galaxy hanya lapis pertama dari 7 lapis langit. 7 lapis langit hanya kecil  di ujung jari Allah. (Dalam HR Muslim). 7 lapis langit bagai cincin di tengah padang pasir yg luas dibanding kursi Allah, kursi Allah bagai sebuah cincing di padang pasir yg luas dibanding Arsy (istana Allah). Tafsir Ayat kursi QS Albaqarah.",Opinion,,,,,,,
UghMh0Yk7wuaeXgCoAEC,6ceW7ugIKMs,TOP_LEVEL,test,Kok 2046? Bukannya 2053?,Question,,,,,,,
UgwK45iDbhhwLL9XCZV4AaABAg,iyJeozHhvJI,TOP_LEVEL,train,Aku ga ngerti karna aku masih  kelas 5,Experience,,,,,,,
UgyC8JIetFaF_feX7aV4AaABAg,5_9wU8yJZ8w,TOP_LEVEL,val,kenapa manusia kesurupan,Question,,,,,,,
UghS5k9Xcfx6q3gCoAEC.8NGKfYB2ovp9D7VXqUdLIn,uA3cMFjqfaM,UghS5k9Xcfx6q3gCoAEC,train,Akan terjadi badai kentut terbesar di dunia,Opinion,,,,,,,
UgzpVHRZh-AWsuGZc854AaABAg,NVDIHTGVcLc,TOP_LEVEL,val,Bang.. Aq suka vidio a bang.. Aq download trus.. Dah pnya koleksi banyak.. Rekwes donk bang.. Pertanyaan ini..  Kenapa cristoper colombus di sebut sebagei orang pertama menemukan benua Amerika.. Toh padahal sudah ada yg menemukan lebih dlu.. Yaitu orang China Muslim.. Sebut aja laksamana ceng ho... Dan knp bangsa asli Amerika punah.. Apa alasan ya karna di bantai oleh cristoper.. Itu benar pa gk.. Mohon d rekwes.. Bang..  Makasih.,Praise,,,,,,,
UgjHvhZDTBkzQXgCoAEC.8Gprc_WBtqe8Nu8s68_qOw,iq0yOkj3d28,UgjHvhZDTBkzQXgCoAEC,train,"wong tanpo nomo karena bulan tidak bergerak memasuki medan gravitasi bumi dan terus berputar sesuai orbitnya. Maka dari itu bulan tidak seperti meteor, bulan tidak akan jatuh.",Opinion,,,,,,,
Ugj18VZSUnKPYXgCoAEC.8OvxtXFkvs48bMYNlraboa,JRJ1ngbUe6A,Ugj18VZSUnKPYXgCoAEC,train,"Mitch Plays Hukum Pertama: setiap benda akan memiliki kecepatan yang konstan kecuali ada gaya yang resultannya tidak nol bekerja pada benda tersebut.[2][3][4] Berarti jika resultan gaya nol, maka pusat massa dari suatu benda tetap diam, atau bergerak dengan kecepatankonstan (tidak mengalami percepatan). Hal ini berlaku jika dilihat dari kerangka acuan inersial.",Opinion,,,,,,,
UgzaQXXl9KUnND0Lak14AaABAg.8e7C4PmCRpf8hZ6fCa9nmp,21seK8tKSYI,UgzaQXXl9KUnND0Lak14AaABAg,test,"zakaria faris beberapa abad yang lalu dipatahkan oleh copernicus, gak ada gunanya kamu ngemukakan teori heliosentris",Opinion,,,,,,,
UgxnhL-YIjdbeLVnObN4AaABAg.9_mdxYQIEd29sxgCTqZ1yi,QK01ROEqJ1A,UgxnhL-YIjdbeLVnObN4AaABAg,train,"@Durian1986 Widya Wicara   Produk Industri Perusahaan Berita 5 Tokoh Ilmuwan Muslim Pelopor Teknologi Modern Home  Blog Informasi  No Comment June 17, 2021 Sejak zaman keemasan peradaban Islam, ilmu dan teknologi memiliki kedudukan penting sebagai cabang ilmu yang sah. Para cendekiawan muslim pun sudah mengelompokkan jenis ilmu yang bersifat teknologis. Misalnya ilmu bangunan, ilmu optik, ilmu jembatan, mesin militer, ilmu pencarian sumber air tersembunyi, dan lain sebagainya.  Pada masa kejayaan Islam itulah banyak lahir ilmuwan muslim dengan pengetahuan tinggi dengan karyanya yang bermanfaat hingga kini. Yuk, kenalan sama 5 tokoh muslim pelopor perkembangan teknologi modern!  Al-Khawarizmi Al-Khawarizmi telah dikenal oleh masyarakat luas berkat temuan hebatnya, yaitu ilmu algoritma. Algoritma berperan penting sebagai pembuka gerbang teknologi terutama dalam bidang komputer.  Selain algoritma, Al-Khawarizmi juga berhasil menemukan konsep aljabar, memperkenalkan angka nol serta sistem notasi desimal, membuat tabel perhitungan astronomi untuk mengukur jarak dan kedalaman bumi, menemukan model pembuatan peta dunia, menemukan konsep alat penunjuk waktu dengan bayangan sinar matahari, dan lain sebagainya. Hebat sekali, bukan?  Al-Jazari  Keinginan manusia untuk menghadirkan robot ternyata sudah muncul sejak abad ke-13. Konsep dasar robot pertama kali diungkapkan oleh ilmuwan muslim bernama Ibnu Ismail Al-Jazari. Saking hebatnya, beliau sampai dijuluki sebagai Bapak Robot, lho.  Robot ciptaan Al-Jazari dapat bergerak dengan bantuan tenaga air (hidrolik). Contoh robot ciptaannya adalah robot pemain musik yang digunakan untuk menghibur tamu kesultanan Turki dalam sebuah jamuan. Selain itu, beliau juga menciptakan sederet karya lainnya berupa mesin engkol, roda gigi, mesin pompa air, dan lain-lain.  Ibnu Firnas  Ibnu Firnas dikenal sebagai seorang ilmuwan muslim yang ahli pada bidang aerodinamika sekaligus konseptor pesawat terbang. Beliau berhasil mendemonstrasikan mesin penerbangan sederhana dengan kerangka berbahan kayu. Walaupun percobaan tersebut dikatakan gagal, pesawat rakitannya telah mampu bertahan di udara selama 10 menit.  Setelah itu, Ibnu Firnas melanjutkan studi lebih lanjut di bidang avionik. Beliau juga berhasil menemukan gelas transparan berkualitas tinggi, mempelajari sifat kaca pembesar, dan membuat lensa untuk membantu penglihatan. Wow, mengagumkan sekali!  Jabir bin Hayyan  Ilmuwan muslim selanjutnya adalah Jabir bin Hayyan atau oleh orang barat dikenal dengan nama Ibnu Geber. Beliau adalah orang pertama yang menemukan dan mengenalkan ilmu kimia. Oleh karena itu, beliau disebut sebagai bapak kimia modern. Jabir bin Hayyan telah berhasil membuat instrumen pemotong, peleburan, dan pengkristalan.  Jabir bin Hayyan juga telah menulis banyak buku tentang penemuannya. Ada satu hal yang selalu beliau lakukan selesai menulis uraian eksperimennya, yaitu, “Saya pertama kali mengetahuinya dengan melalui tangan dan otak saya, dan saya menelitinya hingga sebenar mungkin, dan saya mencari kesalahan yang mungkin masih terpendam.”  Ibnu Sina  Ibnu Sina merupakan tokoh Islam yang terkenal sebagai filsuf muslim perintis ilmu kedokteran dunia. Berkat kontribusinya yang sangat besar bagi ilmu kedokteran, beliau disebut sebagai bapak kedokteran. Beberapa bukunya yang terkenal adalah Al Qanun fil-Tibb (The Canon of Medicine), Kitab Al Shifa (Kitab Penyembuhan) dan masih banyak lagi.  Nah, beberapa temuan Ibnu Sina yang masih bermanfaat di dunia medis hingga hari ini, yaitu ditemukannya manfaat etanol dan juga teori penularan TBC. Wih, keren ya?",Praise,,,,,,,
Ugiyn69ExJAB8HgCoAEC,NVDIHTGVcLc,TOP_LEVEL,val,min mau nanya.. kenapa mangkok bakso harus bergambar ayam.. klo nggak bergambar ayam katanya bakso jadi kurang enak..,Question,,,,,,,
Ugg7EQreEspgEngCoAEC.8EbfU-u1cwZ8EbgGKkE_7N,FMNRItiR6ZA,Ugg7EQreEspgEngCoAEC,train,min tentang panama papers dan tax amnesty dong,Opinion,,,,,,,
UgwszuGZfVMDNUy2kHZ4AaABAg.8dczXsxB0c2A820y90vsRW,iq0yOkj3d28,UgwszuGZfVMDNUy2kHZ4AaABAg,train,"Atau gini deh biar ngerti, andaikan kamu lagi di jalan naik mobil dengan kecepatan yang sangat konstan nah kamu mungkin tidak terasa seperti terdorong kedepan ataupun ke belakang(kecuali jika jalanya ga rata)",Suggestion,,,,,,,
UgzShJM7AcRTtOQA5mJ4AaABAg,21seK8tKSYI,TOP_LEVEL,test,Bumi itu datar,Opinion,,,,,,,
UgzrnCYveCjcNd3f0lh4AaABAg,rloh5wZxFrU,TOP_LEVEL,train,bang kenapa awan mengeluarkan air,Question,,,,,,,
UgxsBSOtwsVfrkJiAi54AaABAg,rha05J96bOM,TOP_LEVEL,train,Bisakah manusia ke bintang,Opinion,,,,,,,
UgzroiSk0ro1ESUvND54AaABAg.9740J8z42Zb985WWenSnI3,QK01ROEqJ1A,UgzroiSk0ro1ESUvND54AaABAg,train,@johnjohn ini dia ahli yutup dan agama di negara Indonesia tercinta kita.wkwkk,Opinion,,,,,,,
Ugw_LQ-btJdFlnwSvC94AaABAg.9b-fIAWVCJA9b42F6BaQbi,Beod6J0genE,Ugw_LQ-btJdFlnwSvC94AaABAg,val,"Aku pernah mau jadi astronot, tapi sekarang da ganti :’)",Experience,,,,,,,
UgwZAsWJVhObYM_k0Fp4AaABAg,QK01ROEqJ1A,TOP_LEVEL,train,Apa yang ada di bawah dan di atas alam semesta?  Apakah ada dinding pelindung #kokbisa,Question,,,,,,,
UgzrYY9vIHZrZp1OJUB4AaABAg,qis44fqpuAU,TOP_LEVEL,train,ke masa lalu,Opinion,,,,,,,
UgyRHReO2BkITzzngGJ4AaABAg,QK01ROEqJ1A,TOP_LEVEL,train,Nabi melewati semua itu hanya 1 malam,Opinion,,,,,,,
UgzYxV-2kYYSRsi85lJ4AaABAg,QK01ROEqJ1A,TOP_LEVEL,train,"Gua heran padahal galaxy berputar spiral dan yang berputar spiral akan menarik yang ada di sekitarnya ke titik tengah, apakah tata Surya kita akan ketarik",Question,,,,,,,
UgglyIoUIEbYTXgCoAEC,NVDIHTGVcLc,TOP_LEVEL,val,nggak ada bakso ya?,Question,,,,,,,
Ugivi-n4aGyEcngCoAEC.8KCkLKWqY2r9C7MLFe7owu,NVDIHTGVcLc,Ugivi-n4aGyEcngCoAEC,val,ancur matahari nya jadi bau sapi kaya manusia sperti kalian,Opinion,,,,,,,
UgxsGX0LPnZbJab2BHJ4AaABAg,T9ttUfGG7EE,TOP_LEVEL,train,"Biasanya ngaret,nyangkul upload video.... eh... sdh goblok kebanyakan makan kerikil pula.",Experience,,,,,,,
UgxyPuJ2ookuCRNpgZp4AaABAg,21seK8tKSYI,TOP_LEVEL,test,Kenapa air tidak jatuh bang kalou bumi bulat,Question,,,,,,,
UgwxlfWsZk2HzTQyExZ4AaABAg.8WtQwPKvLL48WvrgwWQxLC,zbSe0xE7tg0,UgwxlfWsZk2HzTQyExZ4AaABAg,val,"Infinity Black- aq juga punya buku sains yg menjelaskan pertanyaan holang holang bumi pelat datar 2d roti canai/maryam. jelasin tentang kenapa roket terbangnya melengkung, kenapa wahana antariksa bergerak di orbit pada kecepatan tinggi, kenapa gravitasi ada, kenapa pesawat dapat melawan rotasi bumi.. pingin rasanya nyuruh mereka baca..oh iya baru inget merka kan ga suka baca buku (mungkin) sukanya liat channel youtube pelat kendaraan 2d (you know lah) sama grup grup fb ga genah/betul..(- _ -)",Agreement,,,,,,,
UghaQSiecWoIp3gCoAEC,FjFsx6iQE3Y,TOP_LEVEL,train,"suka suka kalian all . mau ngayal keluar angkasa kek , mau main sama alien kek . yang gue yakin manusia makhluk paling sempurna . bangga jadi manusia , gak mau jd orang te o el o el yg menganggap kalo alien itu super jenius sampe bisa menjelajah ke planet namex xD  kirim sinyal all , kalo perlu bluetooth atau sinar gamma atau sinar X ke luar angkasa all . silahkan kolaborasi bikin pesawat dan menjelajah bulan all . wekekekek asal jgn tipu2 aja sampe ke bulan tapi ketauan xD  ati-ati all diculik alien , bdw ada alien baik nanti yg nyamar jadi anak kecil trus naik taxi ke witch mountain :p",Agreement,,,,,,,
UgijGO9_sQrsIXgCoAEC,FjFsx6iQE3Y,TOP_LEVEL,train,"kapan sih istilah ""pacaran"" itu ada? sedangkan orang jaman batu tau tau udah punya anak aja.",Question,,,,,,,
UgylTDJ2FyzalOMFo0B4AaABAg.9FtBoNCqc4o9GG_blxPIw5,QK01ROEqJ1A,UgylTDJ2FyzalOMFo0B4AaABAg,train,3 menit cahaya,Opinion,,,,,,,
Ugg5AajKMyYfPHgCoAEC,2EVv7dmTFik,TOP_LEVEL,train,knp banyak orang ngelawak di kolom komentar #beranibertanya,Opinion,,,,,,,
UgzC2Vh7VSMLSUq8pfx4AaABAg,21seK8tKSYI,TOP_LEVEL,test,bang mi bukan bulat atau datar tapi oval,Disagreement,,,,,,,
Ugw4XjGAgH6OulwqHuR4AaABAg,t5SaFgSaM_M,TOP_LEVEL,train,Kayak Lagi Denger Dongeng Emak Pas Kecil :(,Opinion,,,,,,,
Ugz5nMgbb16BUGuzUqJ4AaABAg,FGdLT8UuBZI,TOP_LEVEL,test,Terakhir cuy,Opinion,,,,,,,
UgxdQeekNMKNCwjpoa94AaABAg,qis44fqpuAU,TOP_LEVEL,train,Mau ke masa lalu,Opinion,,,,,,,
Ugjyo6_jyi0P83gCoAEC,H_5TPzquRyo,TOP_LEVEL,test,keknya cuma ini video yg ga ada baksonya :v,Opinion,,,,,,,
UgwxxPNgx2cT0ZrZ18x4AaABAg,t5SaFgSaM_M,TOP_LEVEL,train,apa itu refleks? dan kenapa setiap kita melakukan hal yg cepat kita selalu bilang refleks?,Question,,,,,,,
UgyixkmPPXh602TX1w14AaABAg.9BeE-77lWhu9Bh9AL6wVye,T9ttUfGG7EE,UgyixkmPPXh602TX1w14AaABAg,train,Awkwowk bumi tuh gak datar bro. Ya gak bisa lah liat merauke dari sabang dan sebaliknya. Karena bumi itu bulat,Opinion,,,,,,,
UgysUsm9EZTD-K9tpM14AaABAg,QK01ROEqJ1A,TOP_LEVEL,train,balik lagi ini udah ke 3 kalinya nonton video ini Gapernah bosen dan selalu merinding 🥰,Opinion,,,,,,,
UgyNDW5Nn6zlQ367xAR4AaABAg.9LrB1qY9sth9LtdRsPw6aF,AxyPASIXz1k,UgyNDW5Nn6zlQ367xAR4AaABAg,train,"Gak salah, cuma ya ini bukan waktunya buat bahas yg lain diluar konten video ini:/",Disagreement,,,,,,,
Ugx_ntnUEk7_ZBpCOph4AaABAg,rha05J96bOM,TOP_LEVEL,train,Kenapa kalo malam jendela harus di tutup,Question,,,,,,,
UgwOlc_seTeIieJ-mrt4AaABAg,21seK8tKSYI,TOP_LEVEL,test,"Admin hanya pakai bukti nalar dan masih pakai foto foto nasa, ya jelas lo di bodoin ama nasa.... Kalau mau pakai data, buat penelitian dilapangan, orang orang flat earth ngak pernah pakai foto untuk membuktikan teori mereka, tapi mereka praktek di lapangan...    Saya usul kalau mau pinter min, jangan,  jadi kera..ngikut teori darwin, tapi harus open mind, dengar pendapat orang baru lo patahin argumen argumen mereka",Experience,,,,,,,
UgifBqMJv1dJcngCoAEC,PEbhbW4rgy4,TOP_LEVEL,train,Min Knp Kita Lebih Segan Memilih Game Daripada Belajar #kok-bisa,Question,,,,,,,
Ugxp76-qIXKRKE-6cll4AaABAg,21seK8tKSYI,TOP_LEVEL,test,Terbukti anda suka bakso,Praise,,,,,,,
UgzjkXnmudTI7RRduXV4AaABAg.908GhcApw-O9HMtJHhrMSQ,QK01ROEqJ1A,UgzjkXnmudTI7RRduXV4AaABAg,train,"Rasulullah sendiri pernah mengatakan begitu, tetapi kenapa banyak muslim yg masih percaya teori bumi datar/ bumi pusat alam semesta?",Question,,,,,,,
UggAHcqJUglARXgCoAEC,NVDIHTGVcLc,TOP_LEVEL,val,"kenapa kita saat ingin mengingat mimpi kita, pasti lupa.padahal baru bangun tidur",Question,,,,,,,
UgxS3vksFuwoLUfPs4F4AaABAg.9PKj_bwcBUw9PKkhMw38MK,jPyd0Xv5LfY,UgxS3vksFuwoLUfPs4F4AaABAg,train,@sinambela_ruben iy jg,Opinion,,,,,,,
UggQbUiJ4dCG83gCoAEC.8Oy0nOFPF9x8OzmZwXDVbG,JRJ1ngbUe6A,UggQbUiJ4dCG83gCoAEC,train,"kasihan bro kaum2 minoritas pecinta FE, masa teori nya jadi bahan candaa, wkwkwk",Opinion,,,,,,,
Ugik4mYLKJaAfngCoAEC,iyJeozHhvJI,TOP_LEVEL,train,Untung koro sensei sudah dibunuh,Opinion,,,,,,,
UgzR8YoNwIfZwJLtvux4AaABAg,t5SaFgSaM_M,TOP_LEVEL,train,"Min, jelasin tentang galaksi atau bintang bintang di alam semesta ini doongggg",Opinion,,,,,,,
UgxMdjyjNw6WJ0LqemF4AaABAg.9JrHWXxCY069K4b0vjktvv,T8g_hUpx9VU,UgxMdjyjNw6WJ0LqemF4AaABAg,val,@aubrey2k9 untukmu agamamu dan untukku agamaku,Opinion,,,,,,,
UgwHCutIzmz4V4a0lsJ4AaABAg.8jWSM8nHBCS8jX4XFtH0wb,qis44fqpuAU,UgwHCutIzmz4V4a0lsJ4AaABAg,train,Jika engkau adalah time traveler apakah saya di masa depan bisa dapet jodoh? 😂,Question,,,,,,,
UgwdzP_p6PQNjChIO_V4AaABAg,impJiSfof9E,TOP_LEVEL,train,Kenapa gk kayak bakso,Question,,,,,,,
UgzkqWBCiXEN3KdYoop4AaABAg,qis44fqpuAU,TOP_LEVEL,train,Gw sih gak mau ngulang masa lalu buat apa toh di ulang yg udah2 ? Jadiin pengalaman aja yg berlalu hehe,Experience,,,,,,,
UggX_WXpZ-kyoHgCoAEC,FjFsx6iQE3Y,TOP_LEVEL,train,min kok bisa manusia saling menghancurkan hehehe,Question,,,,,,,
UgzhW1M3Sl8vBTEjBTZ4AaABAg.97l5qoA1jiF99VvvSeIx78,QK01ROEqJ1A,UgzhW1M3Sl8vBTEjBTZ4AaABAg,train,"@zyra_lumen lu jg kagak soapan, emang indo isinya islam kristen doang.",Opinion,,,,,,,
Ugx3rJYwWCD90LkLiel4AaABAg,YljSXjd4lnk,TOP_LEVEL,train,Mantap nih min keren keren,Praise,,,,,,,
Ugz_vniVipJnn5mPKf54AaABAg,QK01ROEqJ1A,TOP_LEVEL,train,Ternyata sebesar itu alam semesta. Eh bukan. Trnyata kita hanya sperti microba di alam semesta ini😌,Disagreement,,,,,,,
Ugy0q4tiHUJvj7dHGKJ4AaABAg,NVDIHTGVcLc,TOP_LEVEL,val,Bagaimana kalau bangunannya tinggi....  Sekali yang ada di Indonesia terus kalau ada kebakaran gimana.??,Question,,,,,,,
Ugz7QLMWZ_KApn3mgDh4AaABAg.8yBwyX8VDJu8yCBVTix2ke,5Zi4qGpGop4,Ugz7QLMWZ_KApn3mgDh4AaABAg,train,@kmgandika itu caranya bikin Kobi bikin konten :P,Opinion,,,,,,,
UgwJCMDlQz8LwULWBCx4AaABAg,21seK8tKSYI,TOP_LEVEL,test,Air mata itu darimana bang,Opinion,,,,,,,
Ugwc-5N81p9M5oz4ITx4AaABAg.8tbdBSxd9TB8tccjcXY9Zn,impJiSfof9E,Ugwc-5N81p9M5oz4ITx4AaABAg,train,"@SapientSentientStoic wormhole adalah struktur lubang ""jalan pintas"" yg menghubungkan 2 titik ruang dan waktu di luar angkasa yg letaknya berjauhan, keberadaannya masih teori, klo blackhole kyknya udah dijelasin video ini..",Opinion,,,,,,,
UgzVTO4-NAw5u3FkVDB4AaABAg,FjFsx6iQE3Y,TOP_LEVEL,train,Menurut saya ada tapi mereka dalam bentuk bakteri ataupun virus,Disagreement,,,,,,,
UgxmwYfBq9M6ggeIXXR4AaABAg,6ceW7ugIKMs,TOP_LEVEL,test,semua itu hanya teori.,Opinion,,,,,,,
Ugz85OV9hqe3ZCf4OxF4AaABAg.9J_V6xGr7ie9MKjxsWMVV0,T8g_hUpx9VU,Ugz85OV9hqe3ZCf4OxF4AaABAg,val,@muhammadkhadafisaputrahern9183 G NGERTII Y SKIP GBLK,Opinion,,,,,,,
Ugz90tGhyeDPi2qqd7p4AaABAg.9SSZQl648jJ9SVDD_1vdcK,21seK8tKSYI,Ugz90tGhyeDPi2qqd7p4AaABAg,test,@LeilaNyro tak baca ke di situ 'masing2 dari keduanya beredar mengikut garis edarnya'.. bukan Allah bgtau kdua2 tu bergerak ke? cer baca betul2...,Disagreement,,,,,,,
