sample_id,comment_id,video_id,parent_id,text,pass_1_label,confidence_1,notes_1,pass_2_label,confidence_2,notes_2,target_boundary_category,adjudicated_label,adjudication_status
CALIB_071,UghrGwLxEy50QngCoAEC,iq0yOkj3d28,,apakah ada fakta2 nya klo bumi itu bulat ato datar jadi bingung mana yg benar mana yg hoax mohon penjelasan nya,Question,High,Pertanyaan fakta bumi bulat/datar,Question,High,Minta penjelasan fakta,Hard_Disagreement_Skepticism,Question,AUTO_RESOLVED_CONSISTENT
CALIB_072,Ugwgwp867yII4EI4Xgh4AaABAg,21seK8tKSYI,,"Disini teori flat earth terlihat sangat tidak masuk akal. Padahal banyak fakta yg diungkap kan oleh para flat earth society yg disini dibuat melenceng bahkan, fakta2 di video ini tentang teori flat earth salah semua. sekian pendapat yang bisa saya sampaikan",Disagreement,High,Sanggahan isi video melenceng,Disagreement,High,Menyatakan video salah semua,Explicit_Agreement_vs_Opinion,Disagreement,AUTO_RESOLVED_CONSISTENT
CALIB_073,Ugx-5YMnRdUENxDn6hh4AaABAg,dghOCZmSEUQ,,"min tolong bahas dong asal mula kenapa emas sangat begitu berharga, 
apa udh ada video yg membahas itu,?
Thanx",Suggestion,High,Usulan topik asal mula emas,Suggestion,High,Request asal mula emas,Implicit_Suggestion,Suggestion,AUTO_RESOLVED_CONSISTENT
CALIB_074,UgxKLK7lKG7kyzACN_14AaABAg.8y9CIL790Wh9ZLp5rkEcpX,T9ttUfGG7EE,UgxKLK7lKG7kyzACN_14AaABAg,"Coba gogling brp kecepatan bumi berputar,,,,lbih gak masuk akal lagi 🤣🤣🤣",Disagreement,High,Sanggahan skeptis kecepatan rotasi,Disagreement,High,Skeptis kecepatan rotasi,Explicit_Agreement_vs_Opinion,Disagreement,AUTO_RESOLVED_CONSISTENT
CALIB_075,UgwhvVfdU36U3u7lv6p4AaABAg.9LwfRTnvvyP9LzpFHhpwnU,AxyPASIXz1k,UgwhvVfdU36U3u7lv6p4AaABAg,"DNA nya dikompres sampai sekecil manusia kayak black hole tapi black hole versi yang tak terbatasnya

Misalnya saja ada blackhole paling masive di alam semesta trus gravitasi nya di hilangkan mungkin bisa jadi big bang ke 2",Opinion,High,Spekulasi teori black hole,Opinion,High,Spekulasi ilmiah,Philosophical_General_Opinion,Opinion,AUTO_RESOLVED_CONSISTENT
CALIB_076,UgjDiy7pp5gfhHgCoAEC,NVDIHTGVcLc,,"Min mau nanya tentang asal usul mimisan , termasuk yg ringan dan yg berat .

Apa karna si tukang bakso kebanyakan saos :V",Question,High,Pertanyaan medis mimisan,Question,High,Tanya sebab mimisan,Implicit_Suggestion,Question,AUTO_RESOLVED_CONSISTENT
CALIB_077,UgiYyykF8mq2UngCoAEC.8NUVzJLErZ78cuOXU0P0bR,iq0yOkj3d28,UgiYyykF8mq2UngCoAEC,Pembodohan ! Ini bukan hanya indo goblok lihat tuh channel dari luar indo banyak,Disagreement,High,Penolakan keras tuduhan pembodohan,Disagreement,High,Kritik tajam pembodohan,Hard_Disagreement_Skepticism,Disagreement,AUTO_RESOLVED_CONSISTENT
CALIB_078,UgxnWCrN6Cx5qJKhYgt4AaABAg,QK01ROEqJ1A,,"Typo di wa udah biasa
Typo di tumbnail luar biasa",Correction,Medium,Ralat typo thumbnail,Correction,Medium,Ralat typo thumbnail,Correction_vs_Disagreement,Correction,AUTO_RESOLVED_CONSISTENT
CALIB_079,UggrUouKFO79NHgCoAEC.8TSdxO98v6d8U7AFH83FIY,Tx87wEaDtxo,UggrUouKFO79NHgCoAEC,"loh ko menurut saya. orang faktanya begitu kok. faktanya teknologi yg anda gunakan untuk pake internet sekarang ini menggunakan satelit yg cara kerjanya atas dasar bumi yg bulat. jadi, makan aj tuh sendiri sate ayam sate kambing nya di bumi yg datar, dan tetep tertinggal dimasa lalu.",Disagreement,High,Sanggahan fakta satelit vs FE,Disagreement,High,Sanggahan argumen internet & satelit,Philosophical_General_Opinion,Disagreement,AUTO_RESOLVED_CONSISTENT
CALIB_080,UghnV-0TjB0T_ngCoAEC,uA3cMFjqfaM,,"min request dong, menurut mimin diluar bumi kita ini ada mahkluk lain (alien) gk yah? dan klo memang mimin percaya kalo ada mahkluk lain di luar sana apa alasannya?

#dapettugasipakayabeginiandisekolahane",Suggestion,Medium,Request topik alien,Question,Medium,Bertanya keberadaan alien,Implicit_Suggestion,Question,ADJUDICATED_MANUAL
CALIB_081,Ugwgls8smOf5frswgD94AaABAg.8izm1oN-rPR8jno4xFhz-a,T9ttUfGG7EE,Ugwgls8smOf5frswgD94AaABAg,Setahu aku sih kayannya gudang milik NASA pernah mengalami kebakaran hebat entah kenapa.Itulah sebapnya banyak data yg hilang dan secara sengaja dipalsukan oleh orang yg tdk suka pada NASA tapi aku yakin itu bukan salah Uni Soviet saat itu.,Opinion,High,Spekulasi sejarah kebakaran NASA,Opinion,High,Opini spekulatif kebakaran NASA,Personal_Experience,Opinion,AUTO_RESOLVED_CONSISTENT
CALIB_082,UgxsqK1dgfWGhiqtdU54AaABAg,QK01ROEqJ1A,,"Bagaimana cara mereka tau kalo galaksi sebesar itu , kan satelitnya belum sejauh itu ???",Question,High,Pertanyaan metode ukur galaksi,Question,High,Tanya cara ukur galaksi,Genuine_Scientific_Question,Question,AUTO_RESOLVED_CONSISTENT
CALIB_083,UgwXY16jQCAosdiQU1N4AaABAg.9NXEi9_eH9K9NghTapWnIL,QK01ROEqJ1A,UgwXY16jQCAosdiQU1N4AaABAg,Harusnya ada,Opinion,Low,Pernyataan singkat spekulatif,Opinion,Low,Pernyataan opini,Correction_vs_Disagreement,Opinion,AUTO_RESOLVED_CONSISTENT
CALIB_084,UgwFllFT0oNt-B_CUcJ4AaABAg,twXOQyxZWxY,,"Gan gw suka nnton tiap videonya tapi audio nya kok slalu lebih besar  sound effect, daripada suara narator nya. Padahal yg penting itu suara naratornya. 😂😂😂😂.",Suggestion,High,Saran perbaikan audio sound effect,Suggestion,High,Saran perbaikan mixing audio,Praise_Plus_Correction,Suggestion,AUTO_RESOLVED_CONSISTENT
CALIB_085,UgxI21sLg7c4LopmuJZ4AaABAg,QK01ROEqJ1A,,"Jika mggunakan teknologi pantulan cahaya yg ditemukan abad ini, kok bisa tahu jarak suatu objek alam semesta yg jaraknya hingga jutaan tahun lebih km cahaya?
Tlg jawan pleasee",Question,High,Pertanyaan pantulan cahaya,Question,High,Tanya pantulan cahaya,Rhetorical_Question_vs_Disagreement,Question,AUTO_RESOLVED_CONSISTENT
CALIB_086,UggCzI8xzqJ4XngCoAEC.8893NEFqc_m8BqkFIp_gXy,FjFsx6iQE3Y,UggCzI8xzqJ4XngCoAEC,"+Kok Bisa? ane mau request dong.. kan beberapa saat yang lalau di chanel kok bisa 
udah pernah ngebahas ""apa itu Black HOLE?"" nah ane pengen tau tentang 
WHITE HOLE dong!!",Suggestion,High,Request topik white hole,Suggestion,High,Request white hole,Implicit_Suggestion,Suggestion,AUTO_RESOLVED_CONSISTENT
CALIB_087,UgxWvWx-PnfW38dwcnJ4AaABAg.8j7bLr6wnez8lmoAE1uPMi,21seK8tKSYI,UgxWvWx-PnfW38dwcnJ4AaABAg,"anak bego, lu kira jadi ilmuwan itu mudah ? lu belajar fisika aja masih suka bolos udah sok tau bumi datar,, gue mau tanya manusia pertama penganut FE yang keluar bumi ? kasih tau gue.. gue eneg penganut FE ini cuma ngmongin teori mulu dan asumsi berdasarkan kejadian di bumi tapi suruh buktiin dari luar bumi gak mampu,, taik bener",Disagreement,High,Sanggahan agresif pada penganut FE,Disagreement,High,Sanggahan keras penganut FE,Praise_Plus_Correction,Disagreement,AUTO_RESOLVED_CONSISTENT
CALIB_088,UgzxEppd5nEOLI_N9FV4AaABAg,FMNRItiR6ZA,,Kok bisa ada huruf?,Question,High,Pertanyaan asal mula huruf,Question,High,Tanya asal mula huruf,Rhetorical_Question_vs_Disagreement,Question,AUTO_RESOLVED_CONSISTENT
CALIB_089,UgjnT3eP74r4a3gCoAEC.86ZQ9SxoNQw86_c18I6hl_,Tx87wEaDtxo,UgjnT3eP74r4a3gCoAEC,"pertanyaan yg bagus nak
jadi gini, pengertian kita terhadap gravitasi itu salah. yg bener adalah gaya gravitasi terjadi diantara benda yg punya momentum dan energi, bukan massa. karena cahaya punya momentum dan massa, makanya bisa ketarik gravitasinya lubang hitam itu",Correction,Medium,Ralat pengertian gravitasi,Opinion,Medium,Penjelasan momentum dan gravitasi,Praise_Plus_Correction,Correction,ADJUDICATED_MANUAL
CALIB_090,UgwYQzDxKLAvgqOGNw54AaABAg,AxyPASIXz1k,,Bagaimana jika kehidupan kita dan alam semesta ini hanyalah skala mikroskopis diantara kehidupan makhluk yang jauh lebih besar dari yang kita perkirakan??????,Opinion,Medium,Spekulasi filosofis mikroskopis,Opinion,High,Spekulasi skala mikroskopis,Genuine_Scientific_Question,Opinion,AUTO_RESOLVED_CONSISTENT
CALIB_091,Ugxyo3l5uSxmlKs3gLh4AaABAg.9gWBREzwh4X9iqxH6qdz5b,21seK8tKSYI,Ugxyo3l5uSxmlKs3gLh4AaABAg,"@mujitoanam3349 bisa jadi karena ada link video atau website lain, atau menyalahi kebijakan youtube, atau dianggap spam karena diulang ulang sama persis",Opinion,High,Penjelasan kemungkinan penyebab spam,Opinion,High,Opini penyebab spam,Philosophical_General_Opinion,Opinion,AUTO_RESOLVED_CONSISTENT
CALIB_092,UgzRVS8R1hF_ygTWs1h4AaABAg,QK01ROEqJ1A,,Video pembodohan. Halusinasi berlebihan,Disagreement,High,Penolakan tuduhan video pembodohan,Disagreement,High,Penolakan video pembodohan,Hard_Disagreement_Skepticism,Disagreement,AUTO_RESOLVED_CONSISTENT
CALIB_093,Ugj7i93lCEszk3gCoAEC,YljSXjd4lnk,,Bagaimana cara kerja wireless charging???,Question,High,Pertanyaan sains wireless charging,Question,High,Tanya wireless charging,Genuine_Scientific_Question,Question,AUTO_RESOLVED_CONSISTENT
CALIB_094,UgxuVEanwCTE5Ye1Utx4AaABAg,Beod6J0genE,,Apakah perut buncit faktor keturunan?,Question,High,Pertanyaan genetika perut buncit,Question,High,Tanya faktor genetik perut buncit,Genuine_Scientific_Question,Question,AUTO_RESOLVED_CONSISTENT
CALIB_095,UgxCopShNMazF5OqGBx4AaABAg,QK01ROEqJ1A,,"Penyampaiannya welcome banget di telinga. Dan bagian kalimat yg gw suka ""video ini bukan menjelaskan seberapa besarnya alam semesta,melainkan seberapa kecilnya kita di alak semesta"". Seketika menjadi bahan refleksi 🙏",Praise,High,Pujian dan refleksi penyampaian,Praise,High,Pujian penyampaian materi,Praise_Plus_Correction,Praise,AUTO_RESOLVED_CONSISTENT
CALIB_096,Ugx5DW4tGfgQPw5YQal4AaABAg,qis44fqpuAU,,saya mau ke masa lalu dan ke masa depan karena dia duanya bagus untuk diketahui. Misalnya saya waktu kecil mau melihat diri saya dan di masa depan saya mau lihat saya menjadi apa nanti??  Yang suka ini like ya...,Opinion,High,Pandangan skenario masa lalu/depan,Opinion,High,Opini mesin waktu,Personal_Experience,Opinion,AUTO_RESOLVED_CONSISTENT
CALIB_097,UggvnFhfX9B5u3gCoAEC.8OfHttjnUOO9dRrp3QB39T,FjFsx6iQE3Y,UggvnFhfX9B5u3gCoAEC,",,Uvo Ufo °sangat sering datang ke gunungg Mrapi smru di saat mulaii malam ampe subuh,hal yng serupa jg sering terjadi di gunung popocatepel yg berlokasi di Mexico,fakta not hoax!!°^^kxjzjjz",Opinion,Medium,Klaim opini UFO merapi,Opinion,Medium,Klaim UFO,Hard_Disagreement_Skepticism,Opinion,AUTO_RESOLVED_CONSISTENT
CALIB_098,UgxKRlYG6g2ri7z4qMR4AaABAg,RBFhyVux3IE,,"Penjelasannya keren. Mau nanya ni, mengapa orang bisa tahu jarak dari bumi ke matahari ?",Question,High,Praise + Question jarak bumi matahari -> Question,Question,High,Tanya jarak matahari,Praise_Plus_Question,Question,AUTO_RESOLVED_CONSISTENT
CALIB_099,UgyZn1QvHF5YZxtfyrl4AaABAg,zbSe0xE7tg0,,"Mau nanya dong, kenapa meteor yg Segede gaban bisa jadi sekecil batu kerikil kalau ngelewatin atmosfer bumi sedangkan roket bisa melintas dengan enaknya ke luar angkasa",Question,High,Pertanyaan fisika meteor vs roket,Question,High,Tanya roket vs meteor,Philosophical_General_Opinion,Question,AUTO_RESOLVED_CONSISTENT
CALIB_100,UgwALmbQOwfyi0ZvSgh4AaABAg,T8g_hUpx9VU,,Request :Kota paling panas di dunia🔥👌,Suggestion,High,Request kota paling panas,Suggestion,High,Request kota paling panas,Implicit_Suggestion,Suggestion,AUTO_RESOLVED_CONSISTENT
