sample_id,comment_id,video_id,parent_id,text,target_boundary_category,human_annotator_1,human_annotator_2,adjudicated_label,confidence_1,confidence_2,notes_1,notes_2
CALIB_078,UgxnWCrN6Cx5qJKhYgt4AaABAg,QK01ROEqJ1A,,"Typo di wa udah biasa
Typo di tumbnail luar biasa",Correction_vs_Disagreement,Correction,Correction,Correction,Medium,Medium,Ralat typo thumbnail,Ralat typo thumbnail
CALIB_079,UggrUouKFO79NHgCoAEC.8TSdxO98v6d8U7AFH83FIY,Tx87wEaDtxo,UggrUouKFO79NHgCoAEC,"loh ko menurut saya. orang faktanya begitu kok. faktanya teknologi yg anda gunakan untuk pake internet sekarang ini menggunakan satelit yg cara kerjanya atas dasar bumi yg bulat. jadi, makan aj tuh sendiri sate ayam sate kambing nya di bumi yg datar, dan tetep tertinggal dimasa lalu.",Philosophical_General_Opinion,Disagreement,Disagreement,Disagreement,High,High,Sanggahan fakta satelit vs FE,Sanggahan argumen internet & satelit
CALIB_080,UghnV-0TjB0T_ngCoAEC,uA3cMFjqfaM,,"min request dong, menurut mimin diluar bumi kita ini ada mahkluk lain (alien) gk yah? dan klo memang mimin percaya kalo ada mahkluk lain di luar sana apa alasannya?

#dapettugasipakayabeginiandisekolahane",Implicit_Suggestion,Suggestion,Question,,Medium,Medium,Request topik alien,Bertanya keberadaan alien
CALIB_081,Ugwgls8smOf5frswgD94AaABAg.8izm1oN-rPR8jno4xFhz-a,T9ttUfGG7EE,Ugwgls8smOf5frswgD94AaABAg,Setahu aku sih kayannya gudang milik NASA pernah mengalami kebakaran hebat entah kenapa.Itulah sebapnya banyak data yg hilang dan secara sengaja dipalsukan oleh orang yg tdk suka pada NASA tapi aku yakin itu bukan salah Uni Soviet saat itu.,Personal_Experience,Opinion,Opinion,Opinion,High,High,Spekulasi sejarah kebakaran NASA,Opini spekulatif kebakaran NASA
CALIB_082,UgxsqK1dgfWGhiqtdU54AaABAg,QK01ROEqJ1A,,"Bagaimana cara mereka tau kalo galaksi sebesar itu , kan satelitnya belum sejauh itu ???",Genuine_Scientific_Question,Question,Question,Question,High,High,Pertanyaan metode ukur galaksi,Tanya cara ukur galaksi
CALIB_083,UgwXY16jQCAosdiQU1N4AaABAg.9NXEi9_eH9K9NghTapWnIL,QK01ROEqJ1A,UgwXY16jQCAosdiQU1N4AaABAg,Harusnya ada,Correction_vs_Disagreement,Opinion,Opinion,Opinion,Low,Low,Pernyataan singkat spekulatif,Pernyataan opini
CALIB_084,UgwFllFT0oNt-B_CUcJ4AaABAg,twXOQyxZWxY,,"Gan gw suka nnton tiap videonya tapi audio nya kok slalu lebih besar  sound effect, daripada suara narator nya. Padahal yg penting itu suara naratornya. 😂😂😂😂.",Praise_Plus_Correction,Suggestion,Suggestion,Suggestion,High,High,Saran perbaikan audio sound effect,Saran perbaikan mixing audio
CALIB_085,UgxI21sLg7c4LopmuJZ4AaABAg,QK01ROEqJ1A,,"Jika mggunakan teknologi pantulan cahaya yg ditemukan abad ini, kok bisa tahu jarak suatu objek alam semesta yg jaraknya hingga jutaan tahun lebih km cahaya?
Tlg jawan pleasee",Rhetorical_Question_vs_Disagreement,Question,Question,Question,High,High,Pertanyaan pantulan cahaya,Tanya pantulan cahaya
CALIB_086,UggCzI8xzqJ4XngCoAEC.8893NEFqc_m8BqkFIp_gXy,FjFsx6iQE3Y,UggCzI8xzqJ4XngCoAEC,"+Kok Bisa? ane mau request dong.. kan beberapa saat yang lalau di chanel kok bisa 
udah pernah ngebahas ""apa itu Black HOLE?"" nah ane pengen tau tentang 
WHITE HOLE dong!!",Implicit_Suggestion,Suggestion,Suggestion,Suggestion,High,High,Request topik white hole,Request white hole
CALIB_087,UgxWvWx-PnfW38dwcnJ4AaABAg.8j7bLr6wnez8lmoAE1uPMi,21seK8tKSYI,UgxWvWx-PnfW38dwcnJ4AaABAg,"anak bego, lu kira jadi ilmuwan itu mudah ? lu belajar fisika aja masih suka bolos udah sok tau bumi datar,, gue mau tanya manusia pertama penganut FE yang keluar bumi ? kasih tau gue.. gue eneg penganut FE ini cuma ngmongin teori mulu dan asumsi berdasarkan kejadian di bumi tapi suruh buktiin dari luar bumi gak mampu,, taik bener",Praise_Plus_Correction,Disagreement,Disagreement,Disagreement,High,High,Sanggahan agresif pada penganut FE,Sanggahan keras penganut FE
CALIB_088,UgzxEppd5nEOLI_N9FV4AaABAg,FMNRItiR6ZA,,Kok bisa ada huruf?,Rhetorical_Question_vs_Disagreement,Question,Question,Question,High,High,Pertanyaan asal mula huruf,Tanya asal mula huruf
CALIB_089,UgjnT3eP74r4a3gCoAEC.86ZQ9SxoNQw86_c18I6hl_,Tx87wEaDtxo,UgjnT3eP74r4a3gCoAEC,"pertanyaan yg bagus nak
jadi gini, pengertian kita terhadap gravitasi itu salah. yg bener adalah gaya gravitasi terjadi diantara benda yg punya momentum dan energi, bukan massa. karena cahaya punya momentum dan massa, makanya bisa ketarik gravitasinya lubang hitam itu",Praise_Plus_Correction,Correction,Opinion,,Medium,Medium,Ralat pengertian gravitasi,Penjelasan momentum dan gravitasi
CALIB_090,UgwYQzDxKLAvgqOGNw54AaABAg,AxyPASIXz1k,,Bagaimana jika kehidupan kita dan alam semesta ini hanyalah skala mikroskopis diantara kehidupan makhluk yang jauh lebih besar dari yang kita perkirakan??????,Genuine_Scientific_Question,Opinion,Opinion,Opinion,Medium,High,Spekulasi filosofis mikroskopis,Spekulasi skala mikroskopis
CALIB_091,Ugxyo3l5uSxmlKs3gLh4AaABAg.9gWBREzwh4X9iqxH6qdz5b,21seK8tKSYI,Ugxyo3l5uSxmlKs3gLh4AaABAg,"@mujitoanam3349 bisa jadi karena ada link video atau website lain, atau menyalahi kebijakan youtube, atau dianggap spam karena diulang ulang sama persis",Philosophical_General_Opinion,Opinion,Opinion,Opinion,High,High,Penjelasan kemungkinan penyebab spam,Opini penyebab spam
CALIB_092,UgzRVS8R1hF_ygTWs1h4AaABAg,QK01ROEqJ1A,,Video pembodohan. Halusinasi berlebihan,Hard_Disagreement_Skepticism,Disagreement,Disagreement,Disagreement,High,High,Penolakan tuduhan video pembodohan,Penolakan video pembodohan
CALIB_093,Ugj7i93lCEszk3gCoAEC,YljSXjd4lnk,,Bagaimana cara kerja wireless charging???,Genuine_Scientific_Question,Question,Question,Question,High,High,Pertanyaan sains wireless charging,Tanya wireless charging
CALIB_094,UgxuVEanwCTE5Ye1Utx4AaABAg,Beod6J0genE,,Apakah perut buncit faktor keturunan?,Genuine_Scientific_Question,Question,Question,Question,High,High,Pertanyaan genetika perut buncit,Tanya faktor genetik perut buncit
CALIB_095,UgxCopShNMazF5OqGBx4AaABAg,QK01ROEqJ1A,,"Penyampaiannya welcome banget di telinga. Dan bagian kalimat yg gw suka ""video ini bukan menjelaskan seberapa besarnya alam semesta,melainkan seberapa kecilnya kita di alak semesta"". Seketika menjadi bahan refleksi 🙏",Praise_Plus_Correction,Praise,Praise,Praise,High,High,Pujian dan refleksi penyampaian,Pujian penyampaian materi
CALIB_096,Ugx5DW4tGfgQPw5YQal4AaABAg,qis44fqpuAU,,saya mau ke masa lalu dan ke masa depan karena dia duanya bagus untuk diketahui. Misalnya saya waktu kecil mau melihat diri saya dan di masa depan saya mau lihat saya menjadi apa nanti??  Yang suka ini like ya...,Personal_Experience,Opinion,Opinion,Opinion,High,High,Pandangan skenario masa lalu/depan,Opini mesin waktu
CALIB_097,UggvnFhfX9B5u3gCoAEC.8OfHttjnUOO9dRrp3QB39T,FjFsx6iQE3Y,UggvnFhfX9B5u3gCoAEC,",,Uvo Ufo °sangat sering datang ke gunungg Mrapi smru di saat mulaii malam ampe subuh,hal yng serupa jg sering terjadi di gunung popocatepel yg berlokasi di Mexico,fakta not hoax!!°^^kxjzjjz",Hard_Disagreement_Skepticism,Opinion,Opinion,Opinion,Medium,Medium,Klaim opini UFO merapi,Klaim UFO
CALIB_098,UgxKRlYG6g2ri7z4qMR4AaABAg,RBFhyVux3IE,,"Penjelasannya keren. Mau nanya ni, mengapa orang bisa tahu jarak dari bumi ke matahari ?",Praise_Plus_Question,Question,Question,Question,High,High,Praise + Question jarak bumi matahari -> Question,Tanya jarak matahari
CALIB_099,UgyZn1QvHF5YZxtfyrl4AaABAg,zbSe0xE7tg0,,"Mau nanya dong, kenapa meteor yg Segede gaban bisa jadi sekecil batu kerikil kalau ngelewatin atmosfer bumi sedangkan roket bisa melintas dengan enaknya ke luar angkasa",Philosophical_General_Opinion,Question,Question,Question,High,High,Pertanyaan fisika meteor vs roket,Tanya roket vs meteor
CALIB_100,UgwALmbQOwfyi0ZvSgh4AaABAg,T8g_hUpx9VU,,Request :Kota paling panas di dunia🔥👌,Implicit_Suggestion,Suggestion,Suggestion,Suggestion,High,High,Request kota paling panas,Request kota paling panas
