comment_id,video_id,parent_id,text,predicted_discourse_act,gold_label,off_topic_flag,annotation_notes
UggQXtI3JQFmwXgCoAEC.8AfPGqF07iL8PHGgzX0jyX,H_5TPzquRyo,UggQXtI3JQFmwXgCoAEC,"Selain Teori Evolusi ada yang namanya Teori Penciptaan.
So masih sama sama tingkat teori. Tapi Teori Penciptaan lebih masuk akal. Al-Qur'an dan Sains tidak dapat di pisahkan, waktu akan menjawabnya. HUKUM Al-Qur'an ( di atas teori ) berlaku sampai hari kiamat jadi mau tidak mau Sains yang akan mengikuti Al-Qur'an.
Dasar penolakan Teori Evolusi :
Dasar penolakannya cuma 1 saja, yaitu tidak ada perubahan yang 
signifikan antara makhluk yang hidup puluhan, ratusan bahkan milyaran 
tahun yang lalu dengan makhluk sejenis saat ini. Kalaupun teori evolusi 
itu benar, seharusnya mereka sudah berubah bentuk sejak lama.
Contohnya Buaya Prasejarah dengan yang sekarang masih sama aja bentuknya masih jalan dan berenang dengan empat kaki juga.",Agreement,Correction,NO,A1=Disagreement; A2=Suggestion. Adjudicated as Correction because the text contains a stronger cue for the primary function (Correction).
UgyJivHRThhmRza14lF4AaABAg,QK01ROEqJ1A,TOP_LEVEL,Maka benar Hadist Rasulullah tengang Langit pertama di bandingkan langit ke 2 dan seterusnya bagaikan Cincin yang di buang di padang pasir. Allahuakbar,Agreement,Agreement,NO,A1=Agreement; A2=Opinion. Adjudicated as Agreement based on the dominant communicative function.
UgwLXoY7BljkLcRzJNN4AaABAg,21seK8tKSYI,TOP_LEVEL,Katanya bumi berputar 700ribu KM/jam terus roket  sekitar 10ribu KM/jam terus roket keluar  dari  muka bumi berarti gak bisa balik dong kan BUMI sama roket  CEPET BUMi gak masuk akal dehh,Agreement,Question,NO,A1=Question; A2=Agreement. Adjudicated as Question based on the dominant communicative function.
UgwksPJqay_o5eyJK-x4AaABAg,qis44fqpuAU,TOP_LEVEL,Kemasa lalu untuk ngambil cincin pernikahan saya yang dicuri sama pencuri! yg mirip saya:v,Agreement,Experience,NO,A1=Experience; A2=Opinion. Adjudicated as Experience based on the dominant communicative function.
UgzClGWmkJ7fEvFYdah4AaABAg,T8g_hUpx9VU,TOP_LEVEL,Masih kalah sama J2 Prime.,Agreement,Opinion,NO,
UgjTIlrMa71H-ngCoAEC.8Ig72-X8JAL8T_cMPBVxpA,NVDIHTGVcLc,UgjTIlrMa71H-ngCoAEC,"kalo dari wikipedia ""Bukti-bukti akan cemeti azab itu telah diketahui menurut Book of Jubilee menara babel ini mempunyai tinggi 2,484 meter."" ga ngerti bener ga, yang jelas itu hampir setinggi gunung merapi katanya.",Agreement,Opinion,NO,A1=Opinion; A2=Agreement. Adjudicated as Opinion based on the dominant communicative function.
Ugj_0NovTy-bhngCoAEC.8895QTT9PZ488ACEkY0m5w,FjFsx6iQE3Y,Ugj_0NovTy-bhngCoAEC,"Saya kayaknya setuju dengan yang skenario terakhir, karena usia bumi 1/3 usia alam semesta! ><",Agreement,Agreement,NO,
UgyxYRIFZZ0X8mAj-754AaABAg.8WtJTrN94Y98Wv9NjjnHgz,zbSe0xE7tg0,UgyxYRIFZZ0X8mAj-754AaABAg,"Bukan gitu broo,maksud gue ,ilmu agama gak akan sejalan sama ilmu pengetahuan,misalnya bumi tercipta karna tabrakan benda benda luar angkasa,terus kalau di islam diciptakan  selama 6 hari untuk menciptakan langit dan bumi,dan seperti itu,gak akan bisa satu pemikiran,atau berbeda maksud bro",Agreement,Disagreement,NO,A1=Disagreement; A2=Opinion. Adjudicated as Disagreement based on the dominant communicative function.
UgzMJ3XzRinx5lGidBR4AaABAg.9-ZybX-Qyaj903xprRsMo4,QK01ROEqJ1A,UgzMJ3XzRinx5lGidBR4AaABAg,@ivanmorales8606 kalo gua si blum percaya sama Nasa karena yg pertama terbang ku ruang angkasa gak berani *sumpah di atas Al Qur'an*,Agreement,Disagreement,NO,A1=Disagreement; A2=Opinion. Adjudicated as Disagreement based on the dominant communicative function.
UgxZrXPsyXS3H2rx1gx4AaABAg.9N-8Rh3XdTn9Vgoav-8QVL,21seK8tKSYI,UgxZrXPsyXS3H2rx1gx4AaABAg,"Ribet ya ngobrol sama kaum fe, kalau mereka gk percaya gravitasi ya saya gk percaya sama bumi datar wkwkwk ??",Agreement,Disagreement,NO,A1=Disagreement; A2=Question. Adjudicated as Disagreement based on the dominant communicative function.
Ugxc7rcCY2ey0QN5Bm94AaABAg,5Zi4qGpGop4,TOP_LEVEL,Semua sudah di atur sama yg Maha Kuasa Allah SWT,Agreement,Agreement,NO,A1=Agreement; A2=Opinion. Adjudicated as Agreement based on the dominant communicative function.
Ugx2uQCKiMAcoLE58AJ4AaABAg.990RoDGYf7r9A2m1DpUScn,21seK8tKSYI,Ugx2uQCKiMAcoLE58AJ4AaABAg,"jangan ditonton cuci otak itu, mirip2 sama rangga sunda empire asal ngomong tapi meyakinkan.",Agreement,Disagreement,NO,A1=Disagreement; A2=Suggestion. Adjudicated as Disagreement based on the dominant communicative function.
Ugy4wa5kzx98LeA5f6d4AaABAg.9GCbL-ZbtDm9RtzqNCYD94,21seK8tKSYI,Ugy4wa5kzx98LeA5f6d4AaABAg,@Gema Santosa Putra @Taro Misaki sebenernya bumi gak bulet sama gak datar tapi oval ke buletan,Agreement,Correction,NO,A1=Correction; A2=Agreement. Adjudicated as Correction based on the dominant communicative function.
UgyOdA2Sz4IxZ_mFLaN4AaABAg,QK01ROEqJ1A,TOP_LEVEL,"Dan kalian terlalu naif bila menganggap kalianlah satu-satunya penghuni alam semesta ini.

Maka dari itu, sadarlah kalian bahwa kita semua ini sama, sama-sama penghuni Bumi tercinta ini. Janganlah kalian terpecah hanya karena perbedaan anugerah yang kalian dapat ketika lahir. Jangan pula kalian bertikai hanya karena perbedaan paham yang abstrak.

Bersatulah dalam merawat Ibu Pertiwi kalian. Bersatulah dalam segala perbedaan yang kalian miliki. Karena sejatinya perbedaan itu yang membuat kalian spesial. Dan perbedaan itulah yang melengkapi kalian satu sama lain.

Sekian dari saya yang hanya bagaikan butiran pasir di sebuah gurun yang luas.",Agreement,Experience,NO,A1=Opinion; A2=Suggestion. Adjudicated as Experience because the text contains a stronger cue for the primary function (Experience).
UgxVlCz3fASqc3fyC2t4AaABAg.9pYbRWwyyuV9qMoWuFzetY,21seK8tKSYI,UgxVlCz3fASqc3fyC2t4AaABAg,"@sejahtera62 
Bahas atas bawah otakmu masih berfikirtan seperti bola yang nempel di lantai dan bagian bawah mau lihat atas harus lihat bawah

Sekarang jelasin gimana satelit bekerja ?
Satelit google bekerja

Matahari aja masih belum jelas katanya beredar di atas bumi sedangkan yang dilihat sebenarnya matahari tenggelam atau terbenam sama saja di KBBI kalau beredar gimana beredarnya, harusnya gk tenggelam tapi kelihatan jelas beredarnya karna posisi sangat tinggi harusnya perlu jarak miliyaran kilomater untuk memposisikan matahari tepat 1°",Agreement,Question,NO,
UgyO2ueUxqumb9O3msF4AaABAg.8tchb-e9N7Y8tencPMnyA2,impJiSfof9E,UgyO2ueUxqumb9O3msF4AaABAg,@Metalian666.1 ye kan kacau bener,Agreement,Disagreement,NO,A1=Disagreement; A2=Agreement. Adjudicated as Disagreement based on the dominant communicative function.
Ugz251cHYahk7tnlOL14AaABAg.9ffsPNr079W9j0bdop0XTM,21seK8tKSYI,Ugz251cHYahk7tnlOL14AaABAg,"@mujitoanam3349 SITU BODOG APA GIMANA YA?  Di islam penulisan yang benar allah swt kalo pemanggilan/penyebutan pake suara awloh(alloh). Kalo penulisan alloh jelas salah. Lu islam ktp gak usah rusak agama islam, semoga masuk neraka jahanam ente doyan merubah nama allah.

Kalo kristen manggil nya alah/ala.

Emang bener ternyata pengikut bumi datar kebanyakan ateis",Agreement,Correction,NO,A1=Correction; A2=Question. Adjudicated as Correction because the text contains a stronger cue for the primary function (Correction).
UghF8QIlLUEZnXgCoAEC.8RZ7zQ5TTRa8R_H-F_lxwP,YljSXjd4lnk,UghF8QIlLUEZnXgCoAEC,"helmi hibatullah bener panjang bro, lu belajar bahasa dimana sih?",Agreement,Question,NO,
UgzigsS5SAH4RrGGp6Z4AaABAg.9MUIICJb7-M9ahzRR6V5HQ,21seK8tKSYI,UgzigsS5SAH4RrGGp6Z4AaABAg,"@rafazyd-x Bodoh Percaya Aja Sama Kitab mu
Udah Tau Itu Pembodohan Manusia ????",Agreement,Disagreement,NO,A1=Disagreement; A2=Question. Adjudicated as Disagreement based on the dominant communicative function.
Ugw7cSZCFLBF10IwhDR4AaABAg,qis44fqpuAU,TOP_LEVEL,Ke warnet trus baikan sama temen,Agreement,Opinion,NO,
Ugz8NzN_8vxk9vt_tCJ4AaABAg,QK01ROEqJ1A,TOP_LEVEL,"Teori big bang & alien mungkin benar , dan Alquran itu benar ..",Agreement,Agreement,NO,A1=Agreement; A2=Opinion. Adjudicated as Agreement based on the dominant communicative function.
UgxCbSyJ4iNHXXfIqTl4AaABAg.8jSEtxC1fc08jUV8H0SmOl,qis44fqpuAU,UgxCbSyJ4iNHXXfIqTl4AaABAg,"Kayak nya pada ke masa lalu deh... 
Biar yang salah jodoh jadi bener :v",Agreement,Opinion,NO,A1=Opinion; A2=Agreement. Adjudicated as Opinion based on the dominant communicative function.
UgyN2Bqw41qTUSXtHsN4AaABAg.9KpbKYvX7S99N2OYIiTKou,QK01ROEqJ1A,UgyN2Bqw41qTUSXtHsN4AaABAg,Mybe bumi lain dan manusia yang berfikir sama dengan kita,Agreement,Opinion,NO,
Ugz77wD7JOMizDQbp754AaABAg.8zYVkwxewWM97QQKW7UhoW,QK01ROEqJ1A,Ugz77wD7JOMizDQbp754AaABAg,"@SarahPranadipta Bukti Al-Qur'an itu Firman Allah SWT karena tidak ada kesalahan dan kontradiksi di dalamnya. Kalau buatan manusia tidak mungkin semua isinya benar, dan pasti ada kontradiksinya.",Agreement,Agreement,NO,A1=Agreement; A2=Disagreement. Adjudicated as Agreement based on the dominant communicative function.
Ugyza7ZQFQy9MWOCNnN4AaABAg,21seK8tKSYI,TOP_LEVEL,"Duluuuuu rajin banget nontonin video2 bossdarling.. Dan selalu bergumam ""oh iya yaa"", "" Jadii gitu"" , ""bener juga nih""

Kalo skrg, udah nggak penting mikir bumi bulat atau datar,, ternyata yg paling penting adalah mikir menjadi pribadi yg lebih baik lagi, kerja, cari uang, dan badan yg sehat hehehew????",Agreement,Suggestion,NO,A1=Experience; A2=Question. Adjudicated as Suggestion because the text contains a stronger cue for the primary function (Suggestion).
UgwAWj6fVK35UAHIVgV4AaABAg,21seK8tKSYI,TOP_LEVEL,"Yang setuju bumi bulat like
Yang setuju bumi datar commen",Agreement,Agreement,NO,A1=Suggestion; A2=Agreement. Adjudicated as Agreement because the text contains a stronger cue for the primary function (Agreement).
UgjHvhZDTBkzQXgCoAEC.8Gprc_WBtqe8Qdm12GPQns,iq0yOkj3d28,UgjHvhZDTBkzQXgCoAEC,"Riyan Aja kalo NASA bohong, berarti ROSCOSMOS bener? Kan mereka bilang sama. Kalo ROSCOSMOS juga bohong, LAPAN bener dong? kalo LAPAN bohong, gitu aja terus. Tuduh aja semua bohong. 

Jangan berasa benar sendiri, sampeyan memang punya gelar? punya badan penelitian? punya badan antariksa? punya kelengkapan dan kemampuan untuk meneliti lebih lanjut? Mending daripada sampeyan koar-koar sama ""penelitian"" sampeyan, coba ke kantor LAPAN, badan antariksa Indonesia, coba debat disana kalau yakin benar. Gausah buru-buru ke NASA, LAPAN aja dulu. Nah, saya tunggu beritanya ya :)",Agreement,Suggestion,NO,A1=Disagreement; A2=Question. Adjudicated as Suggestion because the text contains a stronger cue for the primary function (Suggestion).
UgwwfDwVea-rzAALS0R4AaABAg,qis44fqpuAU,TOP_LEVEL,"Mesin waktu itu ga ada, masak sih kita boleh kembali kemasa lalu atau maju kemasa depan seenaknya. Nanti takutnya jika itu bener terjadi, org org yg ga bertanggung jawab malah menggunakan nya untk kejahatan, dan bisa mengubah sejarah donk..?? so kehidupan gaakan senyaman yg sekarang. Kalo bener ada sih saya mau ke masa lalu aja untuk memperbaiki kesalahan saya untk dijadikan pelajaraan di kehidupan saya sekarang..",Agreement,Question,NO,A1=Disagreement; A2=Question. Adjudicated as Question because the text contains a stronger cue for the primary function (Question).
Ugi-iTfKhF5LdHgCoAEC.8Gp-qEeXMX78HnnKggMdiU,iq0yOkj3d28,Ugi-iTfKhF5LdHgCoAEC,Menurutku  teori flatearth 101 seperti memojokkan Amerika serikat / seperti memiliki kebencian terhadap negara tersebut.  Ada yang sependapat sama saya?,Agreement,Agreement,NO,A1=Opinion; A2=Question. Adjudicated as Agreement because the text contains a stronger cue for the primary function (Agreement).
Ugy9tUxMWG-2S98y8-F4AaABAg,QK01ROEqJ1A,TOP_LEVEL,"Manusia itu makhluk paling mulia, dalam al Qur'an manusia dijadikan pemimpin dibumi..dan bumi lah satu2 nya yg berpenghuni manusia sedangkan bintang matahari bulan dll tidak berpenghuni manusia, kita ini yg terbaik dari seluruh makhluk ciptaan Allah, jadi jangan percaya dengan ilmuan yg anti Islam yg ingin membuat manusia merasa kecil dan tidak ada nilainya , dan mngnggambrkn kalau diluar sana ada galaksi galalsi yg mungkin itu hanya khayalan mereka yang dipercatai sama orang orang",Agreement,Praise,NO,A1=Opinion; A2=Praise. Adjudicated as Praise because the text contains a stronger cue for the primary function (Praise).
UgjQM0GDJ7eSZHgCoAEC.8GozmU7z-Io8GpzqExgiR8,iq0yOkj3d28,UgjQM0GDJ7eSZHgCoAEC,"flatearth kyk yg di maps gitu ternyata bohong besar, keliatannya Greenland sama luas dengan Benua Afrika, tenyata jauh beda. dan jg Benua Antarctica yg luasnya lebih kecil dr Afrika tapi keliatan besar di peta datar",Agreement,Disagreement,NO,A1=Correction; A2=Disagreement. Adjudicated as Disagreement because the text contains a stronger cue for the primary function (Disagreement).
Ughxu7wHCAJ_aXgCoAEC.8MlXP_P7Oxj8Mmk8ROlEYE,uA3cMFjqfaM,Ughxu7wHCAJ_aXgCoAEC,"Gue pernah mikirin ini pas kecil. Secara logika sih time travel mungkin kalau ke masa lalu karena udah terjadi tapi kemungkinan sih cuma bisa liat aja tapi gabisa ubah2 sejarah atau jatuh cinta sama orang disana kek di drama2 Korea wkwk
Teori gue sih tp kalo bisa keknya seru; mau liat orang2 zaman dulu",Experience,Experience,NO,
Ugh1wVysXNQp9XgCoAEC.8OxjU8G3RdJ8PHUwfrfaHJ,JRJ1ngbUe6A,Ugh1wVysXNQp9XgCoAEC,"hehe aku hanyalah orang bodoh yang menuntut keadilan bang, karna banyak kebohongan makannya orang bodoh ini setidaknya mengerti kabohongan mereka, walaupun ya si bodoh bisa apa?? mau gulingin rezim NASA?? ya orang bodoh ini gag bisa bang, tapi kalo semua orang bodoh tau kebohongannya mungkin bisa berubah tu sistem dunia yang seperti itu :)",Experience,Experience,NO,A1=Experience; A2=Question. Adjudicated as Experience based on the dominant communicative function.
UgxiyR4qw5a4ndndj2l4AaABAg,21seK8tKSYI,TOP_LEVEL,"Squidward : akhirnya aku bisa sendirian ...
Sendirian, sendirian, sendirian,
Sendirian, sendirian, sendirian,
Sendirian, sendirian, sendirian,
Sendirian, sendirian, sendirian,
Sendirian, sendirian, sendirian ... ??",Experience,Opinion,NO,A1=Opinion; A2=Question. Adjudicated as Opinion based on the dominant communicative function.
UgyppTHHV0k-YhHpjw54AaABAg,T9ttUfGG7EE,TOP_LEVEL,ya pernah,Experience,Experience,NO,
Ugx_7rvxKb7Qf_uKpXt4AaABAg,twXOQyxZWxY,TOP_LEVEL,Gak pernah di kasih love sama admin :-(,Experience,Opinion,NO,A1=Opinion; A2=Experience. Adjudicated as Opinion based on the dominant communicative function.
Ugz9rDprowm8uXakboZ4AaABAg,Tx87wEaDtxo,TOP_LEVEL,Aku lebih suka ass hole  cewek semok yang cantik,Experience,Opinion,NO,
UgyiQhqDJzSFFIhHpY14AaABAg.8zT8gBCgabY8zZSaBc2Odw,QK01ROEqJ1A,UgyiQhqDJzSFFIhHpY14AaABAg,@zefan5593 nggak tau juga aku juga lagi cari.. mirip2 lagu patriot kebangsaan,Experience,Opinion,NO,
UgxOSbleI4rGKZuWaxd4AaABAg,QK01ROEqJ1A,TOP_LEVEL,Allah memisahkan dunia kita dgn dunia alien(kalo emang bener ada) dgn jarak yg gak akan pernah bisa kita capai,Experience,Experience,NO,A1=Opinion; A2=Agreement. Adjudicated as Experience because the text contains a stronger cue for the primary function (Experience).
UgxBuJdsfduiu76VB0h4AaABAg,qis44fqpuAU,TOP_LEVEL,Masa lalu pengen perbaiki semua kesalahan yang dulu biar lega,Experience,Experience,NO,A1=Experience; A2=Disagreement. Adjudicated as Experience based on the dominant communicative function.
UgjIA111UoQpq3gCoAEC,iyJeozHhvJI,TOP_LEVEL,Apa yang terjadi jika Indonesia tak pernah di jajah oleh negara mana pun?,Experience,Question,NO,
UgyiGEVukleS6MVXjqx4AaABAg,qis44fqpuAU,TOP_LEVEL,"Kalau benar ada, aku mau lihat masa sebelum kemerdekaan",Experience,Experience,NO,A1=Experience; A2=Opinion. Adjudicated as Experience based on the dominant communicative function.
UgwXuuMuxwShK1zPBD14AaABAg.90EX3aVvzft90hM1uUr8Q-,QK01ROEqJ1A,UgwXuuMuxwShK1zPBD14AaABAg,@Kia-yi6th elo yg sekolah dulu jangan agama melulu. Agama ga berguna bikin bego,Experience,Disagreement,NO,A1=Disagreement; A2=Suggestion. Adjudicated as Disagreement based on the dominant communicative function.
UgxNtyRyFbD-7BQH25N4AaABAg.9LqzONXOs619LsRqyiHb3y,AxyPASIXz1k,UgxNtyRyFbD-7BQH25N4AaABAg,Hmm kayak mirip2 komen aku ya ????,Experience,Opinion,NO,A1=Opinion; A2=Question. Adjudicated as Opinion based on the dominant communicative function.
UggD5SA3swZrcXgCoAEC.8OveahPNbFO8OxOce1fteF,JRJ1ngbUe6A,UggD5SA3swZrcXgCoAEC,Slownif ada yang pernah lihat otaknya sendiri?,Experience,Question,NO,
UgyzXlbwaKuotWTPybl4AaABAg,T9ttUfGG7EE,TOP_LEVEL,Amerika pernah mendarat di bulan klo kita belanja di matahari,Experience,Experience,NO,A1=Opinion; A2=Experience. Adjudicated as Experience because the text contains a stronger cue for the primary function (Experience).
Ugz69HlMdj6bWMCtwsl4AaABAg.9PNazBcogQ49PP-gTrGsoE,jPyd0Xv5LfY,Ugz69HlMdj6bWMCtwsl4AaABAg,Karena dulu pas waktu mimpi ketemu ikan,Experience,Experience,NO,A1=Experience; A2=Opinion. Adjudicated as Experience based on the dominant communicative function.
Ugh2rcjKWL-2I3gCoAEC.8FkIl56oPsx8G0hNnmGJ8L,H_5TPzquRyo,Ugh2rcjKWL-2I3gCoAEC,"+Just A Random 14 Years Old Kid
terus kalian udah belajar apa dr quran?
coba deh 1 itu dulu dpelajari. dibaca terjemahannya dan korelasinya...",Experience,Suggestion,NO,A1=Suggestion; A2=Question. Adjudicated as Suggestion because the text contains a stronger cue for the primary function (Suggestion).
UgzXLjoXNP1HvBV9rDV4AaABAg.8d_YJk9aKyC8dcWFXD_58u,0QCq6GPY8kQ,UgzXLjoXNP1HvBV9rDV4AaABAg,"Karena bumi punya magnet.

Pengembara Cina dulu pake jarum magnet yang diapungin di atas kertas anti air. Ternyata si jarum selalu nunjuk ke arah tertentu: Utara, dan gak pernah kebalik nunjuk selatan.",Experience,Opinion,NO,A1=Opinion; A2=Experience. Adjudicated as Opinion based on the dominant communicative function.
UgzabvXZPiAHjJZ0XAd4AaABAg,QK01ROEqJ1A,TOP_LEVEL,ternyata video paling horor bagiku adalah ini.. Berdebar terus aku nontonnya,Experience,Praise,NO,A1=Praise; A2=Opinion. Adjudicated as Praise based on the dominant communicative function.
UgjHvhZDTBkzQXgCoAEC.8Gprc_WBtqe8RpBst4g-FS,iq0yOkj3d28,UgjHvhZDTBkzQXgCoAEC,"Andri Hermawan kalo soal itu mas coba scroll up deh, saya sepertinya sudah pernah menanggapi bersama beberapa kawan lain persoalan itu pada waktu ditanyakan beberapa waktu lalu.

Saya mencoba menghindari perdebatan soal ini karena akan berujung kepada debat penafsiran yang irelevan dengan topik awal.",Experience,Suggestion,NO,A1=Opinion; A2=Question. Adjudicated as Suggestion because the text contains a stronger cue for the primary function (Suggestion).
UgyrxKHfJZWUxZOz0HZ4AaABAg,qis44fqpuAU,TOP_LEVEL,"Keduanya, tapi baik ke masa depan atau masa lampau, aku cukup melihat apa yg terjadi dan segera kembali ke masa ku sesingkat mungkin, karena perubahan sedikit saja dapat sekiranya merubah timeline atau mungkin dpt menyebabkan paradox",Experience,Opinion,NO,A1=Opinion; A2=Question. Adjudicated as Opinion based on the dominant communicative function.
UgyZFkJ0zQfkYfA0eY94AaABAg.98XcEL-UCM198hdyae8eWa,21seK8tKSYI,UgyZFkJ0zQfkYfA0eY94AaABAg,"@ryannur1280 ya, sayakan cuma bantu jawab. Saya juga belum belajar ttg itu. 

Kn cuma ""kemungkinan"" ??",Experience,Question,NO,A1=Opinion; A2=Question. Adjudicated as Question because the text contains a stronger cue for the primary function (Question).
UgxreWQHS83PIyQAbr94AaABAg.9KmVaDYqIgw9Ob1NaOHRRW,H_5TPzquRyo,UgxreWQHS83PIyQAbr94AaABAg,"@Kamskiies wah gua gak pernah main tiktok sih, tapi menurut gua mereka itu kebanyakan lebih mendengarkan ustad daripada beneran baca surah",Experience,Experience,NO,A1=Disagreement; A2=Agreement. Adjudicated as Experience because the text contains a stronger cue for the primary function (Experience).
UgzCFVcq5hn26kEJvfd4AaABAg.9RzJ7zO62FA9XLIaNYCfkC,QK01ROEqJ1A,UgzCFVcq5hn26kEJvfd4AaABAg,"@susipudjiastuti8252 Anda menghina agama saya. 
Ngatain saya juga. 

Ngajak diskusi di zoom? 
Really? 
Wkwkwkw... Aneh juga",Experience,Disagreement,NO,A1=Disagreement; A2=Question. Adjudicated as Disagreement based on the dominant communicative function.
UgxJOwUNuLQCe_51S094AaABAg,T9ttUfGG7EE,TOP_LEVEL,Sumpah aku bingung mau percaya yg mana...,Experience,Opinion,NO,
UgzVgZLp6c5PVxM6Mt14AaABAg,qis44fqpuAU,TOP_LEVEL,Kalo ada mesin waktu aku pingin ke masa depan  dan masa lalu kerena pengen melihat Indonesia yang dulu Ama sekarang dimasa depan Ama masa lalu,Experience,Experience,NO,A1=Opinion; A2=Praise. Adjudicated as Experience because the text contains a stronger cue for the primary function (Experience).
UgzE0mEDA0JvstXyB4x4AaABAg,qis44fqpuAU,TOP_LEVEL,Gw blajar dulu di masa sekarang trus pergi ke masa lalu buar ngerubah prinsip pemikiran orang2 dulu yg masih suka di adu domba dan tidak suka dengan fakta yg ada,Experience,Experience,NO,A1=Experience; A2=Opinion. Adjudicated as Experience because the text contains a stronger cue for the primary function (Experience).
UgwxTaA3jKgqPvmOBU94AaABAg.9CmLYHf_Bft9DKrJjvQP5u,QK01ROEqJ1A,UgwxTaA3jKgqPvmOBU94AaABAg,"@bennyirawan2784 loh kalo manusia bisa sampai langit ke 5 seharunya udh bertemu Nabi"" lihat aj perjalanan isra mi'raj nabi Muhammad sampai langit ke 7, ilmu mu di naikkan dulu bro biar setara dengan saya",Experience,Experience,NO,A1=Disagreement; A2=Opinion. Adjudicated as Experience because the text contains a stronger cue for the primary function (Experience).
Ugxg6DMEi1m01iMRQ-Z4AaABAg,5Zi4qGpGop4,TOP_LEVEL,Aku pernah baca berita katanya ibukota Indonesia akan dipindahkan ke Samarinda apakah itu benar? Klo memang benar apakah kalian setuju?,Experience,Question,NO,
UgwkUFsQlIO4Wpb1DGF4AaABAg.9WXwx1IhRnG9ctS72HbISS,QK01ROEqJ1A,UgwkUFsQlIO4Wpb1DGF4AaABAg,"@melati7418 Orang2 yang mabok agama sering bertindak diluar logika dan akal sehat. 
Dongeng2 dan dogma2 agama itu sudah gak laku di zaman digital dan AI seperti sekarang ini.
Siapa yg gesit, innovative, dialah yg menguasai dunia, yg terlalu sibuk dengan fantasi alam surgawi alam langit biasanya cuma jadi konsumen, follower dan tergilas.",Experience,Question,NO,A1=Disagreement; A2=Question. Adjudicated as Question because the text contains a stronger cue for the primary function (Question).
Ugz-RzKE6bo3I0Qj-yt4AaABAg,T9ttUfGG7EE,TOP_LEVEL,bilang ke nasa kalo kita dari jaman dulu udh ke matahari duluan,Experience,Experience,NO,A1=Suggestion; A2=Opinion. Adjudicated as Experience because the text contains a stronger cue for the primary function (Experience).
UgzKLJgVvaID80uDv_14AaABAg,21seK8tKSYI,TOP_LEVEL,Sebelum anda menyimpulkan sebaiknya anda pahami dulu seperti apa bumi datar yg sesungguhnya,Experience,Suggestion,NO,A1=Suggestion; A2=Question. Adjudicated as Suggestion because the text contains a stronger cue for the primary function (Suggestion).
Ugxj0s-oLQZcgHzBdYB4AaABAg.9KjAJLSyU9e9OkLuqqrMYu,21seK8tKSYI,Ugxj0s-oLQZcgHzBdYB4AaABAg,"@chacaas1115 iya njir pusat Penelitian nya aja ada di Yt wkwkw. Padahal channel terjauh mereka cuman nyampe situ doang. Blom pernah mereka liat channel BBC earth, National geographic, CNBC. Nasib pembodohan global",Experience,Disagreement,NO,A1=Disagreement; A2=Experience. Adjudicated as Disagreement based on the dominant communicative function.
Ugg2Yx7TxfmelHgCoAEC,FjFsx6iQE3Y,TOP_LEVEL,"Gw pernah lohh malem2 liat ada bnyk lampu di langit terus bergerak gitu,jumlahnya bnyk bgt mungkin ada sekitar 30an lebih.
Apa itu pesawat Alien ya soalnya aneh aja gitu ada sesautu yg bergerak dan itu malem2 kejadiannya jg pas Terang Bulan, mereka jalannya ke arah bulan itu.",Experience,Experience,NO,A1=Experience; A2=Question. Adjudicated as Experience because the text contains a stronger cue for the primary function (Experience).
Ugz4bI22BSY57wThvwJ4AaABAg,qis44fqpuAU,TOP_LEVEL,Masa lalu : Membuat sesuatu yang susah dibuat di masa depan seperti proyek iphone dll....dan ide ide yang dulu belum pernah dipikirkan,Experience,Opinion,NO,A1=Opinion; A2=Experience. Adjudicated as Opinion based on the dominant communicative function.
Ugy8DHqd80vNFShN_Yh4AaABAg,qis44fqpuAU,TOP_LEVEL,masa lalu. karena aku akan menjadi pencari tulang dinosaurus,Experience,Experience,NO,A1=Experience; A2=Opinion. Adjudicated as Experience based on the dominant communicative function.
Ugw8Lb04NfHv6dOiJOF4AaABAg,qis44fqpuAU,TOP_LEVEL,"Gue pengen ke masa lalu, mau gue tolak mantan gue waktu nembak dulu wkwkwkwkw",Experience,Experience,NO,A1=Experience; A2=Opinion. Adjudicated as Experience because the text contains a stronger cue for the primary function (Experience).
Ugz-weguHLl-d96FAEJ4AaABAg,qis44fqpuAU,TOP_LEVEL,"Ke masa lalu, karena masa depan muncul karena adanya masa lalu. Ngak, ngak, canda doang. Pen ke masa lalu demi memperbaiki kesalahan yang pernah diperbuat.",Experience,Experience,NO,A1=Experience; A2=Disagreement. Adjudicated as Experience based on the dominant communicative function.
UgxLm1o03imHK-tkMFl4AaABAg,T9ttUfGG7EE,TOP_LEVEL,Gua blom pernah liat muka lo bang,Experience,Experience,NO,A1=Question; A2=Experience. Adjudicated as Experience because the text contains a stronger cue for the primary function (Experience).
UgyEEUhHADL8tTp2Fz54AaABAg.9PKcyYRHvhX9PKe4Cm1Vr1,jPyd0Xv5LfY,UgyEEUhHADL8tTp2Fz54AaABAg,Kalau aku habis naik sepeda??,Experience,Question,NO,
