comment_id,video_id,text,discourse_label,confidence,annotation_pass,source,like_count,published_at,parent_id,author_name
Ugx0cSNyOetq7ntjPbB4AaABAg,QK01ROEqJ1A,Kok bisa dengan durasi  terpanjang yang  pernah di buat tim kok bisa,Experience,High,dual_pass_verified,ai_assisted_dual_pass,0,2019-09-07T08:27:16Z,,@azmainaz7998
UgyUcKcSSEaqn5z3Ra54AaABAg,dghOCZmSEUQ,Min kenapa kita lebih suka minuman dingin daripada minuman hangat?,Question,High,dual_pass_verified,ai_assisted_dual_pass,0,2018-03-01T08:04:33Z,,@tawasaja8710
UggN0NjxHmPuMHgCoAEC.8OM50vFen8t8dHsZYb4SkA,PEbhbW4rgy4,"Hafidh 2002, karena emang udah rasanya pedas, kan namanya juga cabe, ya pedas.. ""PEDAAAASSSS"" 🌶️",Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2018-03-02T10:57:02Z,UggN0NjxHmPuMHgCoAEC,@andinirc
UgyxYRIFZZ0X8mAj-754AaABAg.8WtJTrN94Y98Wv8GqK65GL,zbSe0xE7tg0,jika mereka bisa membuktikan bahwa pergi ke luar angkasa maka mereka bisa menjadikan hal tersebut untuk menyerang kitab Alquran (jika mereka benar2 bisa membuktikan). menyerang mereka bahwa mereka berbohong? sayang sekali aku tidak akan mengatakan kalo mereka berbohong karena aku tidak bisa membuktikannya.,Disagreement,High,dual_pass_verified,ai_assisted_dual_pass,0,2017-08-31T06:01:29Z,UgyxYRIFZZ0X8mAj-754AaABAg,@rianprayogo3036
UgiKg_b9iHgA1ngCoAEC,6ceW7ugIKMs,min loncat topik ya. q penasaran ni kenapa ya manusia itu bisa stress g waras geela gt min. apa mungkin slah satu sebab ga pernah jajan baso kali hehehe.ku tunggu video nya,Suggestion,High,dual_pass_verified,ai_assisted_dual_pass,0,2016-03-03T14:39:41Z,,@rioadidik5846
Ugi2ufzU-RCSTngCoAEC.8OvfnrCD47O8OviPOgEUv_,JRJ1ngbUe6A,striker eureka mantapp gobl*k wkwkwk😂 plet erter : Triggered 😂,Praise,High,dual_pass_verified,ai_assisted_dual_pass,0,2017-02-13T15:14:49Z,Ugi2ufzU-RCSTngCoAEC,@ferdyrp
UgyqfuNTGOe0qyDaJJd4AaABAg,t5SaFgSaM_M,"Konyol, khayalan.. banyak orang ketipu kebohongan berkedok ""ilmu sains dan pengetahuan""",Disagreement,High,dual_pass_verified,ai_assisted_dual_pass,1,2019-07-22T13:55:12Z,,@ryzaelm
UgwX-_FHmnQbGVSydWd4AaABAg,dghOCZmSEUQ,emang berapa banyak nol jika kita jumlahkan semua nol?,Question,High,dual_pass_verified,ai_assisted_dual_pass,0,2018-09-30T03:34:45Z,,@flywingsaktifaktif3803
UgxdzYm037QAudesR054AaABAg,YxgOhIQJX3Q,min...tolong di baca....saya mau bertanya.... mengapa disaat kita demam warna pengelihatan kita sedikit kekuningan... tolong di bahas min ... pengen tau ...sebelumnya terima kasih,Praise,High,dual_pass_verified,ai_assisted_dual_pass,0,2018-09-08T06:48:30Z,,@nanasgaming6997
Ugw_LQ-btJdFlnwSvC94AaABAg.9b-fIAWVCJA9b-fP51lXkS,Beod6J0genE,Sayah,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,12,2022-05-14T09:42:07Z,Ugw_LQ-btJdFlnwSvC94AaABAg,@understoodzc
Ugy5Mx1NmtXXKIALJUR4AaABAg,QK01ROEqJ1A,"Saya pernah dengar hadits Nabi Shallahualaihi wassalam
Perumpamaan Bahwa dunia ini seperti cincin yang dilempar ke padang pasir yang sangat luas

Koreksi kalo sy salah",Correction,High,dual_pass_verified,ai_assisted_dual_pass,0,2020-07-31T01:44:23Z,,@MuhammadArifsatriawan
UgwmwSNsdJsZKOaV3Pl4AaABAg.9AHN-05TwJo9D6N2upN8jc,QK01ROEqJ1A,Kevin Yaneth yoii berooo setujuhhhh,Agreement,High,dual_pass_verified,ai_assisted_dual_pass,0,2020-09-02T15:02:53Z,UgwmwSNsdJsZKOaV3Pl4AaABAg,@Djiwork
UgyCc_sz3Un1uItLH1V4AaABAg,t5SaFgSaM_M,Aku milih merawat bumi dari pada pergi ke luar angkasa,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,1,2019-07-23T05:33:51Z,,@phantomriadise
Ugy9ixoWUHb2GOR0HlB4AaABAg,5Zi4qGpGop4,Yang pasti bulan yang pernah kita lihat ini pernah terbelah.,Experience,High,dual_pass_verified,ai_assisted_dual_pass,0,2019-08-03T14:30:25Z,,@ynnnalfdzz_5090
Ugw5ByG0UL-MNe0O1sF4AaABAg,twXOQyxZWxY,Nglipet kertas bisa brpa x tergantung ukuran kertas itu sendiri,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2021-04-21T22:07:03Z,,@marcellinusyuniar6066
UgxY8CvAAEn_xMMp7DN4AaABAg.9UM-XvaILYo9UTcuaNYnrP,T9ttUfGG7EE,@ilyassaepul6054 jika hadistnya sahih saya percaya,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2021-11-08T04:46:24Z,UgxY8CvAAEn_xMMp7DN4AaABAg,@scientist110
UgynJroGVuBCmp08N5Z4AaABAg.8c9oCQHJUkz8cjF0QJPRRA,NVDIHTGVcLc,Jum Ashari mantap pak haji,Praise,High,dual_pass_verified,ai_assisted_dual_pass,0,2018-02-16T14:49:17Z,UgynJroGVuBCmp08N5Z4AaABAg,@UZUMAKINARUTO-qj6vv
Ugxo7ZslLG8Jx3bFxup4AaABAg.9-5sne2CCXe9MmuMYwJOoI,qis44fqpuAU,@nandoreynandzo7590 menurut ku jika kau memiliki masa kecil yg buruk maka masa depan yg bagus akan mendatangi mu karena gw inget hukum timbal balik yg sering terjadi dalam hidup gw seperti misal nya hari ini gw sering senang dan tertawa maka esok nya gw bakal sakit hati dan bakak bersedih jadi menurut ku biar kan masa lalu yg buruk berlalu karena masa depan yg bagus akan datang :) #semangatlah,Praise,High,dual_pass_verified,ai_assisted_dual_pass,1,2021-05-01T05:32:33Z,Ugxo7ZslLG8Jx3bFxup4AaABAg,@kanekisangt1829
UgwdEaJ9TQ-1fuiRunB4AaABAg,2EVv7dmTFik,"Request, mau nanya kenapa orang selalu ingin menanyakan sesuatu dan punya rasa ingin tahu",Suggestion,High,dual_pass_verified,ai_assisted_dual_pass,5,2017-08-02T13:22:07Z,,@nirovskifurfag8299
UghuHwTw5SwvU3gCoAEC,6ceW7ugIKMs,min #kokbisa request video tentang proses memori pada manusia dong?,Suggestion,High,dual_pass_verified,ai_assisted_dual_pass,0,2016-03-15T23:50:03Z,,@idilbellapratama7127
Ugy9X8hkT0q7F1WS7iF4AaABAg,rha05J96bOM,bang aku pernah meliat bintang yang sangat terang sampe gak keliatan bulet bulet nya,Experience,High,dual_pass_verified,ai_assisted_dual_pass,0,2022-03-23T12:09:13Z,,@Yes-y3s5w
UgxLl45sfEnRQgt0iil4AaABAg,5_9wU8yJZ8w,Semoga nanti pas bagi lapor nilai nya bagus semua,Praise,High,dual_pass_verified,ai_assisted_dual_pass,995,2018-12-14T08:03:12Z,,@buyutnyasiocong980
UggnqrelIZHA4XgCoAEC,FMNRItiR6ZA,Min suka sama bakso ya? hampir setiap videonya ada penampakan bakso XD,Question,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2016-06-02T07:47:11Z,,@andriyuliyadi5812
UggXhQ_ytNfpSHgCoAEC.8TEWinb19gO8TFsFCbqqkE,iyJeozHhvJI,"Kamu tonton aja video flat earth 101 , yakin saya setelah kamu nonton itu , ntar kamu ga bakal bilang kaya begitu lagi , sampe habis mas nontonnya kalo bisa , jawaban mas bilang bahwa bulan itu gede , itu jawaban saya waktu saya masih smp mas , saya juga nyimpulin bahwa bulan itu gede , ternyata nyatanya ................dak",Experience,High,dual_pass_verified,ai_assisted_dual_pass,0,2017-06-01T06:30:26Z,UggXhQ_ytNfpSHgCoAEC,@yusufalfickori1474
UgxhG7PB9bnDfrt9lwF4AaABAg,21seK8tKSYI,"ANDA SEHAT APA TIDAK??
COBA KALIAN PIKIR, BUMI BERPUTAR RIBUAN KILO MENGELILINGI MATAHARI..
TAPI KENAPA KITA MASIH BISA MELIHAT BINTANG YANG SAMA DIMALAM HARI??
SEDANGKAN LUAR ANGKASA SUDAH TIDAK ADA GRAVITASI LAGI.
APA BINTANG2 IKUT BERPUTAR DENGAN YANG SAMA SEPERTI BUMI?? 
COBA KALIAN PIKIR APA JADINYA KALO BINTANG JUGA IKUT BUMI BERPUTAR..",Question,High,dual_pass_verified,ai_assisted_dual_pass,0,2018-03-28T13:50:08Z,,@denysoeprapto9486
UgxYts2fSIoGMEOCKZF4AaABAg,RBFhyVux3IE,Min kenapa kita bisa pusing?,Question,High,dual_pass_verified,ai_assisted_dual_pass,0,2018-12-10T05:33:04Z,,@rizz2071
UgxeK3Fn07Aoh9HlGpB4AaABAg,impJiSfof9E,Ini bukan hoax kan,Disagreement,High,dual_pass_verified,ai_assisted_dual_pass,0,2020-09-20T01:14:47Z,,@RealmeC-wv7nl
Ugw--aJ5ITTo2YAdhd54AaABAg,uA3cMFjqfaM,Kakak tolong bahas bagaimana kita bisa melihat dengan jelas bahwa mereka tidak bisa bayar obat herbal,Suggestion,High,dual_pass_verified,ai_assisted_dual_pass,1,2020-04-23T10:46:00Z,,@tialoversofficial7543
Ugjcz6DoU5w2c3gCoAEC,FMNRItiR6ZA,kenapa suara cewek lebih bagus dari pada cowok,Praise,High,dual_pass_verified,ai_assisted_dual_pass,0,2017-05-25T15:18:13Z,,@afikaazkiya928
Ugy9rVrzB09Gty7_1St4AaABAg,YxgOhIQJX3Q,Waw iklan fortnite...,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2018-09-06T14:16:03Z,,@eiviihue
Ugxl0bTlW-tG3Frr-Nl4AaABAg,impJiSfof9E,"#RequestPertanyaan
#Kokbisa?
Kenapa Kpop Merajalela dan Digemari banyak orang di seluruh dunia????",Suggestion,High,dual_pass_verified,ai_assisted_dual_pass,0,2019-04-12T05:45:32Z,,@yoozzz
Ugw0h2OHryVTRDqJ0KR4AaABAg,YljSXjd4lnk,Bermanfaat gan... knjungn baliknya di tunggu..saling suort aja..terimakasih,Praise,High,dual_pass_verified,ai_assisted_dual_pass,0,2018-06-12T10:17:57Z,,@Khairudin_Barber
UgwkOKQxk73a2Zbd_z94AaABAg.8WtHBYD0W389QhE-JTT_ye,zbSe0xE7tg0,makasih infonya .. skrng aku sudah tau,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2021-08-06T10:43:01Z,UgwkOKQxk73a2Zbd_z94AaABAg,@yudip9982
Ugjw2DtbiPW9GngCoAEC.8HJFH3-V7SN8IDtPfhz2xL,eXml_nlmPoE,"+Den Park32 hanya gara"" nonton video LANGSUNG percaya klo bumi itu datar ? Hal terbodoh yg pernah gw dengar. Para flat earther hanya bisa nyuruh org lain nonton video ini/video itu utk membuktikan, konyol amat",Experience,High,dual_pass_verified,ai_assisted_dual_pass,8,2016-08-31T02:16:47Z,Ugjw2DtbiPW9GngCoAEC,@henryliusdy9314
UgyCvxbLBCmuyBMXyTZ4AaABAg,uA3cMFjqfaM,Sampai kiamat manusia gak bisa pindah ke mars. menurut akal manusia semakin banyak manusia bumi tidak akan mampu menghasil sumber makanan. padahal bumi sdh ada yang mengatur segalanya untuk manusia tinggal tingkah kita mau menjaga atau merusak. apabila menjaga kita akan diberi nikmat oleh -Nya kalau merusak kita akan diberi bencana.,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2018-12-05T23:26:35Z,,@yusufadiguna4713
UgwwOWt1-wr3npPW5UB4AaABAg,YljSXjd4lnk,"Itu semua bohong
Pesawat bisa terbang karena pakai jin, iya kan pikir aja, barang seberat 168 ton bisa masa bisa terbang
Enjiniring itu hanya kedok, mereka itu alhi sihir
Hahahaha.... Canda 🤭",Disagreement,High,dual_pass_verified,ai_assisted_dual_pass,0,2021-07-17T17:36:19Z,,@aokiharas6476
UgzGNrcpQamkMOrl2DR4AaABAg,5Zi4qGpGop4,YANG SAYA SUKA DARI CHANEL INI ADALAH BASO NYA YUMMY...,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2019-08-06T07:20:30Z,,@hiugaming9211
UggWA0fzE8PKA3gCoAEC,eXml_nlmPoE,"Ohhhh ,terima kasih,guru saya lupa, ditanya ,langsung ke sini buat nanya",Praise,High,dual_pass_verified,ai_assisted_dual_pass,0,2016-03-11T11:37:17Z,,@avilianiwijaya616
Ugz-zlpCeGFlUeCczCF4AaABAg,impJiSfof9E,"Saya mau nyanya min kalo black hold itu ada berapa sih jumblahnya dan sebesar mana sih black hold itu 

Yang setuju like dan bikin video penjelasannya",Agreement,High,dual_pass_verified,ai_assisted_dual_pass,0,2019-04-12T04:45:54Z,,@samsungkuoke8607
UgjHvhZDTBkzQXgCoAEC.8Gprc_WBtqe8QeBgEgGx1A,iq0yOkj3d28,"Riyan Aja Saya sih lebih percaya para ilmuan astronomi daripada elo, soalnya mereka punya peralatan lengkap yang didukung prestasi akademiknya daripada harus percaya sama flat earth yang melihat bulan hanya dengan kamera... ngapain coba mereka menghabiskan miliaran dolar utk buat satelit & teleskop... saya tanya sekarang sama flat earth... anda tau blackhole? pulsar? quasar? bintang neutron? tau kaga? kalau ga tau berarti ilmu anda masih kalah sangat jauh sama para ilmuan, makanya jangan sok tau bahwa NASA bohong belaka... kami juga bisa bilang bahwa Flat Earth bohong belaka dan membohongi orang lain",Correction,High,dual_pass_verified,ai_assisted_dual_pass,0,2017-03-28T12:55:51Z,UgjHvhZDTBkzQXgCoAEC,@DrDanis
UgwQfUFFTX6eLEmYMyh4AaABAg,Beod6J0genE,Jadi inget ada fotonya Stephen Hawking yang pernah naik pesawat Zero G,Experience,High,dual_pass_verified,ai_assisted_dual_pass,0,2022-05-14T11:07:34Z,,@ilhamsinatriogumelar7856
Ugh5mwnfbUVVP3gCoAEC.8Afmyx0PQ408AgAF8ttfbm,H_5TPzquRyo,disitu tertulis bahwa hanya kaum agamis saja yang tidak setuju akan teori evolusi dikarenakan teori evolusi tidak cocok dengan alkitab mereka yang menyatakan tuhan telah menciptakan hewan-hewan dengan bentuk sempurnanya (tidak terjadi perubahan),Disagreement,High,dual_pass_verified,ai_assisted_dual_pass,0,2016-02-25T14:59:27Z,Ugh5mwnfbUVVP3gCoAEC,@setiawan907
UgxidqHPzfGYW3g3Lvx4AaABAg,rloh5wZxFrU,"Bagaimana sejarahnya, peringatan kemerdekaan Indonesia bisa di isi lomba2",Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2019-08-19T01:25:49Z,,@alexxander4815
Ugyy3QArdZCZl4ZseZh4AaABAg,T8g_hUpx9VU,"min request dong, jelasin apa itu radiasi, radioaktif dan nuklir",Suggestion,High,dual_pass_verified,ai_assisted_dual_pass,0,2021-02-10T18:01:35Z,,@danieldennils581
Ugx719pBq3-iq47igfN4AaABAg.8fDWbLd6R6O9B_bKSdE7M-,H_5TPzquRyo,"analiz terimasih atas pencerahannya, tapi dlm agama pun ada proses pembuktian bukan hany sekedar percaya cuma cuma. Dan juga di kalimat terakhir kamu keknya agak keliru deh, soalnya aku kagak pernah bilang aku percaya bumi datar. Atau mungkin kamu salah kirim ya?",Experience,High,dual_pass_verified,ai_assisted_dual_pass,0,2020-07-26T15:50:47Z,Ugx719pBq3-iq47igfN4AaABAg,@rizkyluthfina6814
UgwV4jA9UPUmaLYDjN94AaABAg,QK01ROEqJ1A,"Projomblo: dibumi aja banyak yg nolak, apalagi dari planet lain 
(ﾉﾟ0ﾟ)ﾉ",Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,2,2020-11-27T13:01:28Z,,@paintendo3926
UgjTOW9cHcgefHgCoAEC.8DZkXG7cq_l8DdzGoFYc9l,FjFsx6iQE3Y,gk setuju,Agreement,High,dual_pass_verified,ai_assisted_dual_pass,0,2016-05-09T08:10:32Z,UgjTOW9cHcgefHgCoAEC,@bluestonegamer2449
Ugy8SxDEDNSDLfsbQjx4AaABAg.8izooNosMY18izskiJrGF7,T9ttUfGG7EE,Si Jarjit pernah pakai teleskop?,Experience,High,dual_pass_verified,ai_assisted_dual_pass,1,2018-07-22T05:01:29Z,Ugy8SxDEDNSDLfsbQjx4AaABAg,@hmmhaa9750
UgzjnrzRj4E898oMYDF4AaABAg.96n8z8jQ2Tp9789R2xxnm4,H_5TPzquRyo,"@Ermawan-vt7oh trus adam dan hawa itu manusia pertama dongeng atau fakta, manusia dari debu dan tanah dongeng atau fakta, jgn mau mematahkan teori orang saja jika dongeng agamamu hanya sebuah dongeng/kebohongan",Disagreement,High,dual_pass_verified,ai_assisted_dual_pass,0,2020-04-07T04:33:58Z,UgzjnrzRj4E898oMYDF4AaABAg,@Rogerry
UgxB1ByDSbAOk8aQYxp4AaABAg.9Ze5Z78eXg_9gFQk894Mpj,H_5TPzquRyo,@xxi anda yang bodoh..,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2022-09-21T19:10:08Z,UgxB1ByDSbAOk8aQYxp4AaABAg,@ryanhidayat1195
UgxreWQHS83PIyQAbr94AaABAg.9KmVaDYqIgw9Ob40bKOtS9,H_5TPzquRyo,"@Kamskiies ya gapapa sih, kamu boleh kok pindah agama, karena agama adalah hal yang seharusnya membawa seorang manusia menjadi dirinya sendiri",Correction,High,dual_pass_verified,ai_assisted_dual_pass,1,2021-06-15T08:17:35Z,UgxreWQHS83PIyQAbr94AaABAg,@aleph78
UgzGuAbHeB8ILk3FUM14AaABAg,QK01ROEqJ1A,Masyaallah keren bangett,Praise,High,dual_pass_verified,ai_assisted_dual_pass,0,2019-09-05T02:49:20Z,,@thebadn
UgxS8AIfOdpU2XRH-mB4AaABAg,rloh5wZxFrU,"Dibohongin ama nasa mau aja lu, matahari ditempat gw cuma 1 km , naek angkot 5 menit , buruan lg diskon tuh, IPTEK barat pembual",Disagreement,High,dual_pass_verified,ai_assisted_dual_pass,0,2019-01-20T12:01:59Z,,@setionojohn8705
Ugw_LQ-btJdFlnwSvC94AaABAg.9b-fIAWVCJA9b-fnTt8TPD,Beod6J0genE,sudah ganti,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,2,2022-05-14T09:45:35Z,Ugw_LQ-btJdFlnwSvC94AaABAg,@nhashih
Ugz83SIIeGpCKM9cnsZ4AaABAg,5Zi4qGpGop4,"Bulan pernah terbelah, salah satu mukjizat nabi Muhammad... Udh diem aja kau pada, ane cuman bilang doang",Experience,High,dual_pass_verified,ai_assisted_dual_pass,0,2019-08-03T12:55:40Z,,@coolnorsee6869
UgxI0KiyOcGfqeq9D914AaABAg.8jSLL7ePPpO8jSR9hpN2qY,qis44fqpuAU,"Riki RD bukan hayalan tapi jawaban, tidak ada jawaban tanpa pertanyaan. Ok mas",Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,2,2018-08-02T16:28:51Z,UgxI0KiyOcGfqeq9D914AaABAg,@Angkasa_pura
UgxEJpArMts5tJgf1J54AaABAg.9_WkN8-flew9ctktk5RnyF,21seK8tKSYI,@Tenyom666 shap kolot kolot melulu Fe yo udah kalo menurut lu pinguin hoax mah. Ente kebanyakan nonton channel FE101.,Disagreement,High,dual_pass_verified,ai_assisted_dual_pass,0,2022-06-30T10:18:14Z,UgxEJpArMts5tJgf1J54AaABAg,@wyzowl13245
UgythbDGzfNRoQbypgF4AaABAg,FjFsx6iQE3Y,2018 nonton lagi ^^,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2018-07-09T02:00:20Z,,@AroyanGarage.Diecast
Ugz89GTknUOAFgsxGkF4AaABAg,5Zi4qGpGop4,Sorry telat 1 tahun,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,1,2020-10-30T14:00:28Z,,@dollarkuningrevolution4199
UgxPtWw2oitxjtFSKXx4AaABAg,5Zi4qGpGop4,Bang kok bisa tolong bikin vidio baru lagi,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,1,2019-08-06T10:02:30Z,,@matiusyusanto7591
Ugx_O49K4YK0EKSQkLl4AaABAg,0QCq6GPY8kQ,"apakah kalau kita kepedesan trus kita minum es akan tambah pedas?



bikin videonya",Question,High,dual_pass_verified,ai_assisted_dual_pass,0,2018-03-08T10:57:58Z,,@daviputera3157
UgxIQzMGoUKjdEflbkx4AaABAg.9RkxzWvHoO29dS3qR1hRRS,FjFsx6iQE3Y,",,Uvo Ufo °sangat sering datang ke gunungg Mrapi smru di saat mulaii malam ampe subuh,hal yng serupa jg sering terjadi di gunung popocatepel yg berlokasi di Mexico,fakta not hoax!!°_______ggsjsjkk",Disagreement,High,dual_pass_verified,ai_assisted_dual_pass,0,2022-07-14T03:25:57Z,UgxIQzMGoUKjdEflbkx4AaABAg,@AWESOME295
UgxWK0EkJofovNLVLcN4AaABAg,0QCq6GPY8kQ,Sudah kuduga memuat hukum archimedes,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2018-03-08T08:11:56Z,,@PakBapake
UghZcfNYTzx4mHgCoAEC.8QRWIlS4NU58X3Em56egBZ,iq0yOkj3d28,"Yudistian , saya setuju dengan abda",Agreement,High,dual_pass_verified,ai_assisted_dual_pass,0,2017-09-03T18:51:29Z,UghZcfNYTzx4mHgCoAEC,@rezibysonrumble3353
UgyGNWI_IPNEm2ClZp54AaABAg.8dHCzSiPz5Y8r2F8K-Vo7H,dghOCZmSEUQ,Perasaan uda pernah deh ada videonya cari aja,Experience,High,dual_pass_verified,ai_assisted_dual_pass,0,2019-02-07T08:34:42Z,UgyGNWI_IPNEm2ClZp54AaABAg,@joynanda1900
Ugx1R9T2bPoBo_xjEMF4AaABAg,QK01ROEqJ1A,Saking gede ny smpek sesek ak dnger ny,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2021-10-20T11:13:45Z,,@ngurahadi8657
Ugg8T3xAhntdH3gCoAEC,iyJeozHhvJI,kenapa keseringan main hape jadi pusing?,Question,High,dual_pass_verified,ai_assisted_dual_pass,0,2017-06-03T14:37:10Z,,@alvinakhsani6810
Ughxu7wHCAJ_aXgCoAEC.8MlXP_P7Oxj8Mpy3eMTaX4,uA3cMFjqfaM,"SANGAT sangat bisa, karena sudah pernah di jual di ebay, 1 hari kemudian iklan itu ditutup, fbi mencari si pembeli `NICO` bagai hilang di telan bumi. Mungkin alat itu belum sempurna. Bisa ke masalalu tapi tidak bisa kembali lagi... Ini bukan hoak karna banyak saksi. Media media ternama di amerika juga  semakin memberitakanya. Saksi saksi tetangga nico pun mengatakan kalu sempat terjaadi gempa kecil sebelum nico dikabarkan menghilang",Experience,High,dual_pass_verified,ai_assisted_dual_pass,0,2016-12-23T16:33:26Z,Ughxu7wHCAJ_aXgCoAEC,@arjoarjoe6717
Ugi5Y3VIXpPv13gCoAEC,FMNRItiR6ZA,"Kak, apakah benar ada planet yang lebih kecil dari pluto?",Question,High,dual_pass_verified,ai_assisted_dual_pass,0,2016-08-06T13:30:11Z,,@raesitamahavira7219
UgyI1Wg3W2jyawdkh2Z4AaABAg,2EVv7dmTFik,"Meme: 
Belajar waktu sekolah.  = no
Nonton channel kok bisa  = hmmm",Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,1,2020-05-03T07:00:36Z,,@denysyhputra3986
UgyIpai96tOc2pLExmd4AaABAg,zbSe0xE7tg0,"Min mau tanya dong, Untuk apa sih kita hidup di dunia ini?",Question,High,dual_pass_verified,ai_assisted_dual_pass,0,2017-09-04T10:29:43Z,,@edwinjohnson9872
UgiZMU3lPVg9UXgCoAEC.8NHVAcRCKw18jl0qbg2LNS,iq0yOkj3d28,Putra Akhiri qs al anbiya itu dlu bacaaa trs di pisahkan ngerti ga?,Question,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2018-08-10T07:03:43Z,UgiZMU3lPVg9UXgCoAEC,@wann3480
UgyIJgZb-jhdgpP70yl4AaABAg,T8g_hUpx9VU,Bagaimana jika gurun sahara di tutupi panel surys,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2022-05-19T08:59:47Z,,@fahri7515
UgwND_QlHhmphxTzlmV4AaABAg.9zn5iMCvH0bA0CZRbPAMyA,impJiSfof9E,"sebelumnya memang sudah ada foto blackhole, hanya saja foto yg diambil tahun 2019 itu jadi foto blackhole paling jelas dan paling detail yg pernah didapat",Experience,High,dual_pass_verified,ai_assisted_dual_pass,0,2024-02-24T15:27:41Z,UgwND_QlHhmphxTzlmV4AaABAg,@farreljb
UgheJQ6zJ07Cu3gCoAEC,PEbhbW4rgy4,knp bisa baper ?,Question,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2016-04-16T06:45:35Z,,@rifqiprananda3691
UgzroiSk0ro1ESUvND54AaABAg.9740J8z42Zb97X172QflrK,QK01ROEqJ1A,"@mindtown788 simpelnya semua itu bersinergi.. 
Di agama manusia itu mahluk PALING ber akal, makanya ga bisa di pungkiri, pengethuan bertambah2. Maka adalah NASA ini.. 
Nah utuk orang2 yg kaya ""pemakan gula ditanya papahnya tapi bohong"" ini,hanyalah orang yang pemikirin sempit memaksakan pemahaman yg sebiji sesawinya itu untuk hal yang luar biasa besarnya yang tidak iya ketahui. 
 Ok bro, kasih dia sugar",Disagreement,High,dual_pass_verified,ai_assisted_dual_pass,3,2020-04-16T20:22:21Z,UgzroiSk0ro1ESUvND54AaABAg,@budiartoaritonang8883
UgzIRQYVm0sauTykK-B4AaABAg.8zFgaDDEi928zV1WctwpEM,FMNRItiR6ZA,Yang paling dekat ceres dan yang paling jauh eris,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2019-09-05T09:04:49Z,UgzIRQYVm0sauTykK-B4AaABAg,@yoo7568
UgzJLY2_wCXyqaAyoER4AaABAg.9PKg_6DPT5S9PKo6GVpdoE,jPyd0Xv5LfY,"@cahminecraft3641 ikut ke tengah dong. Kan pusat gravitasi ada di tengah, bukan di permukaan bumi",Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2021-07-03T11:54:07Z,UgzJLY2_wCXyqaAyoER4AaABAg,@nakawara
UgjwhRzZ6pmPZHgCoAEC,eXml_nlmPoE,"min mau tanyaa , bener gak bumi itu sebenernya datar ? dan selama 500 tahun kita di doktrin bahwa dunia itu bulat .",Question,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2016-08-12T05:35:18Z,,@hipoyhartono8864
Ugy0e5PziFYtCPwZW454AaABAg,twXOQyxZWxY,Penasaran ama yg ngisinsuara cewe di akhir video,Suggestion,High,dual_pass_verified,ai_assisted_dual_pass,0,2021-04-21T16:44:25Z,,@maulana_b6444
UgwLWorlPHAX-LbqfuV4AaABAg,FMNRItiR6ZA,1:21 bakso mantap kali,Praise,High,dual_pass_verified,ai_assisted_dual_pass,0,2021-07-23T05:24:56Z,,@user-yp6sr1nh1u
UgxIwjhre8faYMFP7ah4AaABAg.9Uz4l-zsamf9W76i3xXSV3,21seK8tKSYI,"Kirimin gw ujung bumi datar dong
Gw penasaran nih",Suggestion,High,dual_pass_verified,ai_assisted_dual_pass,0,2021-12-19T03:55:50Z,UgxIwjhre8faYMFP7ah4AaABAg,@kntlkntl195
UgxD-DfajGcZ0EzGoBl4AaABAg,dghOCZmSEUQ,Kenapa sih asal di semua vidio kok bisa ada gambar baso mulu,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2018-05-20T09:13:45Z,,@rifqiwinters2911
